Rank,Meet_Year,LEAGUE_NAME,Meet_Name,Game_id,Game_Date,HomeTeam,AwayTeam,Field_Name,Audience_Qty,Audience_Away_Qty,Day
20,2024,K리그2,하나은행 K리그2 2024,10,2024/03/10,서울E,수원,목동 종합,9123,3354,주말
21,2024,K리그2,하나은행 K리그2 2024,2,2024/03/01,안양,성남,안양 종합,8802,398, 
22,2024,K리그2,하나은행 K리그2 2024,31,2024/04/10,수원,전남,수원 월드컵,8708,507, 
23,2024,K리그2,하나은행 K리그2 2024,61,2024/05/11,부산,충남아산,부산 아시아드,8607,42,주말
24,2024,K리그2,하나은행 K리그2 2024,205,2024/10/19,부천,수원,부천 종합,8604,4568,주말
25,2024,K리그2,하나은행 K리그2 2024,62,2024/05/11,수원,천안,수원 월드컵,8514,168,주말
26,2024,K리그2,하나은행 K리그2 2024,155,2024/08/12,수원,안양,용인 미르,8370,864, 
27,2024,K리그2,하나은행 K리그2 2024,18,2024/03/17,안산,수원,안산 와스타디움,8264,5006,주말
28,2024,K리그2,하나은행 K리그2 2024,57,2024/05/05,성남,수원,탄천 종합,8252,2234,주말
29,2024,K리그2,하나은행 K리그2 2024,41,2024/04/14,수원,김포,수원 월드컵,8054,271,주말
30,2024,K리그2,하나은행 K리그2 2024,233,2024/11/09,서울E,전남,목동 종합,7913,312,주말
31,2024,K리그2,하나은행 K리그2 2024,7,2024/03/09,경남,부산,창원 축구센터,7649,244,주말
32,2024,K리그2,하나은행 K리그2 2024,8,2024/03/09,전남,김포,광양 전용,7295,122,주말
33,2024,K리그2,하나은행 K리그2 2024,94,2024/06/02,부산,수원,부산 아시아드,7191,2035,주말
34,2024,K리그2,하나은행 K리그2 2024,210,2024/10/20,안양,부산,안양 종합,7097,394,주말
35,2024,K리그2,하나은행 K리그2 2024,214,2024/10/27,김포,수원,김포솔터축구장,7068,2074,주말
36,2024,K리그2,하나은행 K리그2 2024,110,2024/06/25,전남,수원,광양 전용,6948,654, 
37,2024,K리그2,하나은행 K리그2 2024,97,2024/06/15,경남,수원,창원 축구센터,6768,1944,주말
38,2024,K리그2,하나은행 K리그2 2024,185,2024/09/22,성남,수원,탄천 종합,6702,2204,주말
39,2024,K리그2,하나은행 K리그2 2024,140,2024/07/23,부천,수원,부천 종합,6630,3059, 
40,2024,K리그2,하나은행 K리그2 2024,220,2024/10/30,수원,충남아산,용인 미르,5936,230, 
41,2024,K리그2,하나은행 K리그2 2024,193,2024/09/28,안양,충남아산,안양 종합,5779,184,주말
42,2024,K리그2,하나은행 K리그2 2024,194,2024/09/28,경남,수원,창원 축구센터,5774,1733,주말
43,2024,K리그2,하나은행 K리그2 2024,150,2024/07/29,김포,수원,김포솔터축구장,5647,1970, 
44,2024,K리그2,하나은행 K리그2 2024,223,2024/11/02,부천,안양,부천 종합,5405,1759,주말
45,2024,K리그2,하나은행 K리그2 2024,11,2024/03/10,천안,충북청주,천안 종합,5321,303,주말
46,2024,K리그2,하나은행 K리그2 2024,80,2024/05/21,충남아산,수원,아산 이순신,5191,1867, 
47,2024,K리그2,하나은행 K리그2 2024,4,2024/03/02,충북청주,전남,청주 종합,5095,143,주말
48,2024,K리그2,하나은행 K리그2 2024,21,2024/03/30,서울E,안양,목동 종합,5087,448,주말
49,2024,K리그2,하나은행 K리그2 2024,170,2024/08/31,안양,천안,안양 종합,5057,125,주말
50,2024,K리그2,하나은행 K리그2 2024,134,2024/07/20,전남,부산,광양 전용,5010,173,주말
51,2024,K리그2,하나은행 K리그2 2024,23,2024/03/31,전남,천안,광양 전용,5005,68,주말
52,2024,K리그2,하나은행 K리그2 2024,65,2024/05/12,안양,김포,안양 종합,4825,215,주말
53,2024,K리그2,하나은행 K리그2 2024,76,2024/05/19,성남,부산,탄천 종합,4820,331,주말
54,2024,K리그2,하나은행 K리그2 2024,6,2024/03/03,부산,서울E,부산 아시아드,4691,67,주말
55,2024,K리그2,하나은행 K리그2 2024,218,2024/10/29,안양,전남,안양 종합,4675,103, 
56,2024,K리그2,하나은행 K리그2 2024,133,2024/07/20,경남,부천,창원 축구센터,4596,81,주말
57,2024,K리그2,하나은행 K리그2 2024,20,2024/03/30,성남,김포,탄천 종합,4486,173,주말
58,2024,K리그2,하나은행 K리그2 2024,190,2024/09/25,수원,부산,용인 미르,4429,67, 
59,2024,K리그2,하나은행 K리그2 2024,163,2024/08/24,전남,경남,광양 전용,4365,244,주말
60,2024,K리그2,하나은행 K리그2 2024,182,2024/09/21,안양,안산,안양 종합,4361,187,주말
61,2024,K리그2,하나은행 K리그2 2024,226,2024/11/03,전남,충북청주,광양 전용,4324,129,주말
62,2024,K리그2,하나은행 K리그2 2024,131,2024/07/14,안양,부산,안양 종합,4265,239,주말
63,2024,K리그2,하나은행 K리그2 2024,92,2024/06/01,서울E,경남,목동 종합,4188,124,주말
64,2024,K리그2,하나은행 K리그2 2024,55,2024/05/04,김포,부천,김포솔터축구장,4143,346,주말
65,2024,K리그2,하나은행 K리그2 2024,3,2024/03/02,부천,천안,부천 종합,4030,141,주말
66,2024,K리그2,하나은행 K리그2 2024,99,2024/06/15,성남,안양,탄천 종합,4026,678,주말
67,2024,K리그2,하나은행 K리그2 2024,98,2024/06/15,전남,부천,광양 전용,4013,84,주말
68,2024,K리그2,하나은행 K리그2 2024,95,2024/06/02,안양,충북청주,안양 종합,3970,218,주말
69,2024,K리그2,하나은행 K리그2 2024,47,2024/04/21,경남,서울E,창원 축구센터,3909,44,주말
70,2024,K리그2,하나은행 K리그2 2024,39,2024/04/13,부천,성남,부천 종합,3856,173,주말
71,2024,K리그2,하나은행 K리그2 2024,184,2024/09/22,부천,김포,부천 종합,3802,322,주말
72,2024,K리그2,하나은행 K리그2 2024,188,2024/09/24,서울E,안양,목동 종합,3797,502, 
73,2024,K리그2,하나은행 K리그2 2024,105,2024/06/22,안양,서울E,안양 종합,3767,241,주말
74,2024,K리그2,하나은행 K리그2 2024,22,2024/03/31,부천,경남,부천 종합,3760,89,주말
75,2024,K리그2,하나은행 K리그2 2024,229,2024/11/09,부산,부천,부산 구덕,3745,134,주말
76,2024,K리그2,하나은행 K리그2 2024,215,2024/10/27,서울E,충남아산,목동 종합,3735,215,주말
77,2024,K리그2,하나은행 K리그2 2024,127,2024/07/13,전남,충남아산,광양 전용,3696,44,주말
78,2024,K리그2,하나은행 K리그2 2024,91,2024/06/01,김포,전남,김포솔터축구장,3660,205,주말
79,2024,K리그2,하나은행 K리그2 2024,64,2024/05/12,경남,성남,창원 축구센터,3659,79,주말
80,2024,K리그2,하나은행 K리그2 2024,17,2024/03/17,충북청주,안양,청주 종합,3645,302,주말
81,2024,K리그2,하나은행 K리그2 2024,179,2024/09/15,전남,부산,광양 전용,3624,152,주말
82,2024,K리그2,하나은행 K리그2 2024,75,2024/05/18,서울E,전남,목동 종합,3563,119,주말
83,2024,K리그2,하나은행 K리그2 2024,148,2024/07/28,전남,서울E,광양 전용,3543,75,주말
84,2024,K리그2,하나은행 K리그2 2024,145,2024/07/27,안양,충남아산,안양 종합,3536,163,주말
85,2024,K리그2,하나은행 K리그2 2024,68,2024/05/15,전남,성남,광양 전용,3475,95, 
86,2024,K리그2,하나은행 K리그2 2024,40,2024/04/14,전남,안산,광양 전용,3468,32,주말
87,2024,K리그2,하나은행 K리그2 2024,152,2024/08/10,서울E,부산,목동 종합,3443,362,주말
88,2024,K리그2,하나은행 K리그2 2024,198,2024/09/30,서울E,김포,목동 종합,3401,215, 
89,2024,K리그2,하나은행 K리그2 2024,53,2024/04/28,전남,안양,광양 전용,3375,115,주말
90,2024,K리그2,하나은행 K리그2 2024,26,2024/04/06,충남아산,성남,아산 이순신,3352,146,주말
91,2024,K리그2,하나은행 K리그2 2024,216,2024/10/27,경남,성남,창원 축구센터,3344,45,주말
92,2024,K리그2,하나은행 K리그2 2024,161,2024/08/18,부천,서울E,부천 종합,3326,194,주말
92,2024,K리그2,하나은행 K리그2 2024,202,2024/10/05,부천,충북청주,부천 종합,3326,118,주말
94,2024,K리그2,하나은행 K리그2 2024,147,2024/07/28,경남,천안,창원 축구센터,3324,91,주말
95,2024,K리그2,하나은행 K리그2 2024,199,2024/10/05,부산,서울E,부산 구덕,3319,140,주말
96,2024,K리그2,하나은행 K리그2 2024,180,2024/09/15,김포,안양,김포솔터축구장,3307,624,주말
97,2024,K리그2,하나은행 K리그2 2024,208,2024/10/20,성남,충남아산,탄천 종합,3296,232,주말
98,2024,K리그2,하나은행 K리그2 2024,66,2024/05/12,부천,전남,부천 종합,3294,68,주말
99,2024,K리그2,하나은행 K리그2 2024,132,2024/07/14,서울E,성남,목동 종합,3259,194,주말
100,2024,K리그2,하나은행 K리그2 2024,206,2024/10/19,전남,안산,광양 전용,3209,42,주말
101,2024,K리그2,하나은행 K리그2 2024,118,2024/06/30,부천,안양,부천 종합,3190,482,주말
102,2024,K리그2,하나은행 K리그2 2024,15,2024/03/16,부천,서울E,부천 종합,3139,137,주말
103,2024,K리그2,하나은행 K리그2 2024,178,2024/09/15,경남,부천,창원 축구센터,3117,113,주말
104,2024,K리그2,하나은행 K리그2 2024,225,2024/11/03,경남,서울E,창원 축구센터,3088,107,주말
105,2024,K리그2,하나은행 K리그2 2024,34,2024/04/10,안양,부천,안양 종합,3087,336, 
106,2024,K리그2,하나은행 K리그2 2024,12,2024/03/10,성남,안산,탄천 종합,3077,79,주말
107,2024,K리그2,하나은행 K리그2 2024,130,2024/07/14,부천,김포,부천 종합,3074,246,주말
108,2024,K리그2,하나은행 K리그2 2024,157,2024/08/17,경남,충북청주,창원 축구센터,3054,132,주말
109,2024,K리그2,하나은행 K리그2 2024,37,2024/04/13,경남,충북청주,창원 축구센터,3019,96,주말
110,2024,K리그2,하나은행 K리그2 2024,78,2024/05/19,경남,김포,창원 축구센터,3010,48,주말
111,2024,K리그2,하나은행 K리그2 2024,197,2024/09/30,전남,부천,광양 전용,2980,54, 
112,2024,K리그2,하나은행 K리그2 2024,14,2024/03/16,경남,충남아산,창원 축구센터,2955,48,주말
113,2024,K리그2,하나은행 K리그2 2024,107,2024/06/23,부천,충북청주,부천 종합,2942,220,주말
114,2024,K리그2,하나은행 K리그2 2024,49,2024/04/27,서울E,충남아산,목동 종합,2934,66,주말
115,2024,K리그2,하나은행 K리그2 2024,27,2024/04/06,서울E,김포,목동 종합,2927,247,주말
116,2024,K리그2,하나은행 K리그2 2024,25,2024/04/06,안양,안산,안양 종합,2873,115,주말
117,2024,K리그2,하나은행 K리그2 2024,70,2024/05/15,안양,경남,안양 종합,2858,44, 
118,2024,K리그2,하나은행 K리그2 2024,200,2024/10/05,김포,충남아산,김포솔터축구장,2854,204,주말
119,2024,K리그2,하나은행 K리그2 2024,224,2024/11/02,천안,부산,천안 종합,2787,114,주말
120,2024,K리그2,하나은행 K리그2 2024,38,2024/04/13,부산,안양,부산 아시아드,2757,130,주말
121,2024,K리그2,하나은행 K리그2 2024,100,2024/06/16,김포,안산,김포솔터축구장,2750,106,주말
122,2024,K리그2,하나은행 K리그2 2024,56,2024/05/04,충남아산,안양,아산 이순신,2715,369,주말
123,2024,K리그2,하나은행 K리그2 2024,186,2024/09/22,부산,경남,부산 구덕,2714,96,주말
124,2024,K리그2,하나은행 K리그2 2024,171,2024/08/31,안산,서울E,안산 와스타디움,2712,227,주말
125,2024,K리그2,하나은행 K리그2 2024,191,2024/09/25,경남,김포,창원 축구센터,2695,39, 
126,2024,K리그2,하나은행 K리그2 2024,79,2024/05/21,전남,충북청주,광양 전용,2674,46, 
127,2024,K리그2,하나은행 K리그2 2024,54,2024/04/28,충북청주,부천,청주 종합,2668,146,주말
128,2024,K리그2,하나은행 K리그2 2024,42,2024/04/14,충남아산,천안,아산 이순신,2663,164,주말
129,2024,K리그2,하나은행 K리그2 2024,195,2024/09/29,안산,부산,안산 와스타디움,2638,271,주말
130,2024,K리그2,하나은행 K리그2 2024,175,2024/09/14,충북청주,서울E,청주 종합,2623,92,주말
131,2024,K리그2,하나은행 K리그2 2024,101,2024/06/16,충북청주,천안,청주 종합,2576,119,주말
132,2024,K리그2,하나은행 K리그2 2024,232,2024/11/09,충북청주,충남아산,청주 종합,2546,487,주말
133,2024,K리그2,하나은행 K리그2 2024,50,2024/04/27,부산,안산,부산 아시아드,2518,34,주말
134,2024,K리그2,하나은행 K리그2 2024,164,2024/08/24,부산,김포,부산 구덕,2517,126,주말
135,2024,K리그2,하나은행 K리그2 2024,33,2024/04/10,성남,서울E,탄천 종합,2459,166, 
136,2024,K리그2,하나은행 K리그2 2024,138,2024/07/21,서울E,천안,목동 종합,2456,104,주말
137,2024,K리그2,하나은행 K리그2 2024,230,2024/11/09,김포,천안,김포솔터축구장,2455,153,주말
138,2024,K리그2,하나은행 K리그2 2024,106,2024/06/23,김포,부산,김포솔터축구장,2446,214,주말
139,2024,K리그2,하나은행 K리그2 2024,211,2024/10/26,전남,천안,광양 전용,2399,67,주말
140,2024,K리그2,하나은행 K리그2 2024,217,2024/10/29,부산,충북청주,부산 구덕,2342,51, 
141,2024,K리그2,하나은행 K리그2 2024,43,2024/04/20,부천,부산,부천 종합,2278,177,주말
142,2024,K리그2,하나은행 K리그2 2024,151,2024/08/10,안산,부천,안산 와스타디움,2276,334,주말
143,2024,K리그2,하나은행 K리그2 2024,16,2024/03/17,부산,김포,부산 아시아드,2245,96,주말
144,2024,K리그2,하나은행 K리그2 2024,28,2024/04/07,부산,전남,부산 아시아드,2239,153,주말
145,2024,K리그2,하나은행 K리그2 2024,212,2024/10/26,충북청주,안양,청주 종합,2232,500,주말
146,2024,K리그2,하나은행 K리그2 2024,87,2024/05/26,안양,전남,안양 종합,2231,79,주말
147,2024,K리그2,하나은행 K리그2 2024,84,2024/05/22,경남,안산,창원 축구센터,2197,10, 
148,2024,K리그2,하나은행 K리그2 2024,187,2024/09/24,충남아산,천안,아산 이순신,2182,165, 
149,2024,K리그2,하나은행 K리그2 2024,32,2024/04/10,충북청주,김포,청주 종합,2175,104, 
150,2024,K리그2,하나은행 K리그2 2024,86,2024/05/26,충북청주,경남,청주 종합,2168,97,주말
151,2024,K리그2,하나은행 K리그2 2024,136,2024/07/21,김포,안양,김포솔터축구장,2161,478,주말
152,2024,K리그2,하나은행 K리그2 2024,213,2024/10/26,안산,부천,안산 와스타디움,2159,399,주말
153,2024,K리그2,하나은행 K리그2 2024,166,2024/08/25,성남,안양,탄천 종합,2140,630,주말
154,2024,K리그2,하나은행 K리그2 2024,96,2024/06/02,천안,충남아산,천안 종합,2120,250,주말
154,2024,K리그2,하나은행 K리그2 2024,174,2024/09/01,충남아산,경남,아산 이순신,2120,58,주말
156,2024,K리그2,하나은행 K리그2 2024,149,2024/07/29,부산,충북청주,부산 구덕,2119,82, 
157,2024,K리그2,하나은행 K리그2 2024,228,2024/11/03,성남,김포,탄천 종합,2113,303,주말
158,2024,K리그2,하나은행 K리그2 2024,173,2024/09/01,김포,전남,김포솔터축구장,2112,121,주말
159,2024,K리그2,하나은행 K리그2 2024,146,2024/07/27,성남,부천,탄천 종합,2082,257,주말
159,2024,K리그2,하나은행 K리그2 2024,234,2024/11/09,안산,성남,안산 와스타디움,2082,275,주말
161,2024,K리그2,하나은행 K리그2 2024,196,2024/09/29,충북청주,성남,청주 종합,2050,78,주말
162,2024,K리그2,하나은행 K리그2 2024,119,2024/07/01,경남,전남,창원 축구센터,2040,93, 
163,2024,K리그2,하나은행 K리그2 2024,209,2024/10/20,천안,서울E,천안 종합,2022,178,주말
164,2024,K리그2,하나은행 K리그2 2024,153,2024/08/11,김포,경남,김포솔터축구장,2017,115,주말
165,2024,K리그2,하나은행 K리그2 2024,19,2024/03/30,충남아산,충북청주,아산 이순신,1994,255,주말
166,2024,K리그2,하나은행 K리그2 2024,89,2024/05/27,부천,충남아산,부천 종합,1964,38, 
167,2024,K리그2,하나은행 K리그2 2024,13,2024/03/16,천안,성남,천안 종합,1962,163,주말
168,2024,K리그2,하나은행 K리그2 2024,48,2024/04/21,충남아산,전남,아산 이순신,1957,75,주말
169,2024,K리그2,하나은행 K리그2 2024,115,2024/06/29,김포,천안,김포솔터축구장,1956,76,주말
170,2024,K리그2,하나은행 K리그2 2024,109,2024/06/25,경남,안양,창원 축구센터,1933,101, 
171,2024,K리그2,하나은행 K리그2 2024,128,2024/07/13,충북청주,안산,청주 종합,1892,73,주말
172,2024,K리그2,하나은행 K리그2 2024,221,2024/10/30,서울E,성남,목동 종합,1888,89, 
173,2024,K리그2,하나은행 K리그2 2024,88,2024/05/26,성남,천안,탄천 종합,1882,89,주말
174,2024,K리그2,하나은행 K리그2 2024,122,2024/07/06,부산,부천,부산 구덕,1853,89,주말
175,2024,K리그2,하나은행 K리그2 2024,82,2024/05/22,부산,천안,부산 아시아드,1830,51, 
176,2024,K리그2,하나은행 K리그2 2024,83,2024/05/22,김포,성남,김포솔터축구장,1809,90, 
177,2024,K리그2,하나은행 K리그2 2024,203,2024/10/05,성남,전남,탄천 종합,1781,138,주말
178,2024,K리그2,하나은행 K리그2 2024,29,2024/04/07,천안,경남,천안 종합,1773,83,주말
179,2024,K리그2,하나은행 K리그2 2024,102,2024/06/16,충남아산,부산,아산 이순신,1768,35,주말
180,2024,K리그2,하나은행 K리그2 2024,192,2024/09/25,부천,성남,부천 종합,1760,85, 
181,2024,K리그2,하나은행 K리그2 2024,159,2024/08/17,성남,천안,탄천 종합,1750,150,주말
182,2024,K리그2,하나은행 K리그2 2024,158,2024/08/17,김포,안산,김포솔터축구장,1736,122,주말
183,2024,K리그2,하나은행 K리그2 2024,139,2024/07/23,부산,경남,부산 구덕,1726,139, 
184,2024,K리그2,하나은행 K리그2 2024,60,2024/05/06,서울E,충북청주,목동 종합,1714,193, 
185,2024,K리그2,하나은행 K리그2 2024,201,2024/10/05,천안,경남,천안 종합,1685,102,주말
186,2024,K리그2,하나은행 K리그2 2024,51,2024/04/27,천안,김포,천안 종합,1618,145,주말
187,2024,K리그2,하나은행 K리그2 2024,67,2024/05/15,부천,안산,부천 종합,1602,76, 
188,2024,K리그2,하나은행 K리그2 2024,113,2024/06/26,서울E,안산,목동 종합,1601,36, 
189,2024,K리그2,하나은행 K리그2 2024,77,2024/05/19,천안,안양,천안 종합,1578,390,주말
190,2024,K리그2,하나은행 K리그2 2024,121,2024/07/06,김포,충남아산,김포솔터축구장,1573,87,주말
191,2024,K리그2,하나은행 K리그2 2024,120,2024/07/01,충남아산,서울E,아산 이순신,1562,51, 
192,2024,K리그2,하나은행 K리그2 2024,125,2024/07/08,안양,천안,안양 종합,1548,53, 
193,2024,K리그2,하나은행 K리그2 2024,81,2024/05/21,서울E,부천,목동 종합,1537,215, 
194,2024,K리그2,하나은행 K리그2 2024,177,2024/09/14,충남아산,안산,아산 이순신,1534,77,주말
195,2024,K리그2,하나은행 K리그2 2024,207,2024/10/19,충북청주,김포,청주 종합,1533,128,주말
196,2024,K리그2,하나은행 K리그2 2024,162,2024/08/18,충남아산,부산,아산 이순신,1523,48,주말
197,2024,K리그2,하나은행 K리그2 2024,156,2024/08/12,충북청주,성남,청주 종합,1519,70, 
198,2024,K리그2,하나은행 K리그2 2024,172,2024/09/01,부산,성남,부산 구덕,1514,46,주말
199,2024,K리그2,하나은행 K리그2 2024,154,2024/08/11,천안,전남,천안 종합,1496,184,주말
200,2024,K리그2,하나은행 K리그2 2024,165,2024/08/24,충남아산,부천,아산 이순신,1495,225,주말
201,2024,K리그2,하나은행 K리그2 2024,144,2024/07/24,안산,안양,안산 와스타디움,1483,414, 
202,2024,K리그2,하나은행 K리그2 2024,71,2024/05/15,충북청주,부산,청주 종합,1446,48, 
203,2024,K리그2,하나은행 K리그2 2024,1,2024/03/01,안산,경남,안산 와스타디움,1419,197, 
204,2024,K리그2,하나은행 K리그2 2024,44,2024/04/20,성남,충북청주,탄천 종합,1415,181,주말
205,2024,K리그2,하나은행 K리그2 2024,181,2024/09/21,충남아산,전남,아산 이순신,1413,84,주말
206,2024,K리그2,하나은행 K리그2 2024,143,2024/07/24,충북청주,충남아산,청주 종합,1365,83, 
207,2024,K리그2,하나은행 K리그2 2024,36,2024/04/10,천안,부산,천안 종합,1359,71, 
208,2024,K리그2,하나은행 K리그2 2024,116,2024/06/29,부산,성남,부산 구덕,1350,88,주말
209,2024,K리그2,하나은행 K리그2 2024,112,2024/06/26,김포,충북청주,김포솔터축구장,1349,101, 
210,2024,K리그2,하나은행 K리그2 2024,124,2024/07/07,안산,전남,안산 와스타디움,1335,88,주말
211,2024,K리그2,하나은행 K리그2 2024,183,2024/09/21,천안,충북청주,천안 종합,1313,262,주말
212,2024,K리그2,하나은행 K리그2 2024,111,2024/06/25,성남,충남아산,탄천 종합,1296,39, 
213,2024,K리그2,하나은행 K리그2 2024,142,2024/07/24,김포,서울E,김포솔터축구장,1274,141, 
214,2024,K리그2,하나은행 K리그2 2024,69,2024/05/15,충남아산,김포,아산 이순신,1183,85, 
215,2024,K리그2,하나은행 K리그2 2024,46,2024/04/21,안산,김포,안산 와스타디움,1145,195,주말
215,2024,K리그2,하나은행 K리그2 2024,73,2024/05/18,안산,충북청주,안산 와스타디움,1145,176,주말
217,2024,K리그2,하나은행 K리그2 2024,93,2024/06/01,안산,성남,안산 와스타디움,1140,235,주말
218,2024,K리그2,하나은행 K리그2 2024,35,2024/04/10,안산,충남아산,안산 와스타디움,1123,95, 
219,2024,K리그2,하나은행 K리그2 2024,141,2024/07/23,성남,전남,탄천 종합,1116,114, 
220,2024,K리그2,하나은행 K리그2 2024,137,2024/07/21,충남아산,안산,아산 이순신,1061,64,주말
221,2024,K리그2,하나은행 K리그2 2024,123,2024/07/07,충북청주,서울E,청주 종합,1060,73,주말
222,2024,K리그2,하나은행 K리그2 2024,58,2024/05/05,전남,경남,광양 전용,1042,141,주말
223,2024,K리그2,하나은행 K리그2 2024,103,2024/06/22,충남아산,경남,아산 이순신,1034,70,주말
224,2024,K리그2,하나은행 K리그2 2024,108,2024/06/23,안산,천안,안산 와스타디움,1020,81,주말
225,2024,K리그2,하나은행 K리그2 2024,168,2024/08/26,천안,안산,천안 종합,1018,32, 
226,2024,K리그2,하나은행 K리그2 2024,219,2024/10/29,천안,부천,천안 종합,1016,116, 
227,2024,K리그2,하나은행 K리그2 2024,59,2024/05/06,천안,안산,천안 종합,1007,68, 
228,2024,K리그2,하나은행 K리그2 2024,126,2024/07/08,성남,경남,탄천 종합,914,38, 
229,2024,K리그2,하나은행 K리그2 2024,114,2024/06/26,천안,부천,천안 종합,837,79, 
230,2024,K리그2,하나은행 K리그2 2024,189,2024/09/24,안산,충북청주,안산 와스타디움,781,59, 
231,2024,K리그2,하나은행 K리그2 2024,222,2024/10/30,안산,경남,안산 와스타디움,570,26, 
232,2024,K리그2,하나은행 K리그2 2024,72,2024/05/15,천안,서울E,천안 종합,549,61, 
233,2024,K리그2,하나은행 K리그2 2024,90,2024/05/27,안산,부산,안산 와스타디움,468,52, 
234,2024,K리그2,하나은행 K리그2 2024,63,2024/05/11,안산,서울E,안산 와스타디움,384,63,주말
