Rank,Meet_Year,LEAGUE_NAME,Meet_Name,Game_id,Game_Date,HomeTeam,AwayTeam,Field_Name,Audience_Qty,Audience_Away_Qty,Day
24,2023,K리그2,하나원큐 K리그2 2023,232,2023/11/26,부천,전남,부천 종합,4059,277,주말
25,2023,K리그2,하나원큐 K리그2 2023,26,2023/04/01,성남,충북청주,탄천 종합,4052,164,주말
26,2023,K리그2,하나원큐 K리그2 2023,32,2023/04/08,부천,안양,부천 종합,4031,214,주말
27,2023,K리그2,하나원큐 K리그2 2023,60,2023/04/30,서울E,성남,목동 종합,3917,180,주말
28,2023,K리그2,하나원큐 K리그2 2023,217,2023/10/28,경남,안산,창원 축구센터,3914,27,주말
29,2023,K리그2,하나원큐 K리그2 2023,224,2023/11/11,충북청주,충남아산,청주 종합,3896,84,주말
30,2023,K리그2,하나원큐 K리그2 2023,212,2023/10/21,부천,안양,부천 종합,3804,224,주말
31,2023,K리그2,하나원큐 K리그2 2023,231,2023/11/26,안양,천안,안양 종합,3792,93,주말
32,2023,K리그2,하나원큐 K리그2 2023,103,2023/06/24,부산,충북청주,부산 아시아드,3790,74,주말
33,2023,K리그2,하나원큐 K리그2 2023,40,2023/04/15,부산,경남,부산 아시아드,3787,237,주말
34,2023,K리그2,하나원큐 K리그2 2023,19,2023/03/18,충남아산,천안,아산 이순신,3762,168,주말
35,2023,K리그2,하나원큐 K리그2 2023,206,2023/10/07,부산,천안,부산 아시아드,3696,61,주말
36,2023,K리그2,하나원큐 K리그2 2023,93,2023/06/03,안양,부천,안양 종합,3691,233,주말
37,2023,K리그2,하나원큐 K리그2 2023,83,2023/05/21,경남,부산,양산 종합,3690,173,주말
38,2023,K리그2,하나원큐 K리그2 2023,111,2023/07/02,안양,경남,안양 종합,3685,101,주말
39,2023,K리그2,하나원큐 K리그2 2023,99,2023/06/10,부산,김포,부산 구덕,3674,47,주말
40,2023,K리그2,하나원큐 K리그2 2023,159,2023/08/20,서울E,부산,목동 종합,3657,219,주말
41,2023,K리그2,하나원큐 K리그2 2023,51,2023/04/22,서울E,김천,목동 종합,3638,191,주말
42,2023,K리그2,하나원큐 K리그2 2023,139,2023/07/29,경남,김포,창원 축구센터,3624,71,주말
43,2023,K리그2,하나원큐 K리그2 2023,215,2023/10/22,충북청주,경남,청주 종합,3616,140,주말
44,2023,K리그2,하나원큐 K리그2 2023,108,2023/06/25,서울E,안양,목동 종합,3558,432,주말
45,2023,K리그2,하나원큐 K리그2 2023,195,2023/09/23,전남,천안,광양 전용,3526,34,주말
46,2023,K리그2,하나원큐 K리그2 2023,81,2023/05/20,안양,전남,안양 종합,3465,69,주말
47,2023,K리그2,하나원큐 K리그2 2023,90,2023/05/29,부천,김포,부천 종합,3423,297, 
48,2023,K리그2,하나원큐 K리그2 2023,167,2023/08/27,안양,전남,안양 종합,3301,60,주말
49,2023,K리그2,하나원큐 K리그2 2023,2,2023/03/01,천안,부산,천안 종합,3299,111, 
49,2023,K리그2,하나원큐 K리그2 2023,186,2023/09/17,부천,김포,부천 종합,3299,218,주말
51,2023,K리그2,하나원큐 K리그2 2023,118,2023/07/09,경남,안산,창원 축구센터,3291,22,주말
52,2023,K리그2,하나원큐 K리그2 2023,144,2023/07/31,안양,김천,안양 종합,3202,168, 
53,2023,K리그2,하나원큐 K리그2 2023,219,2023/10/28,안양,서울E,안양 종합,3182,99,주말
54,2023,K리그2,하나원큐 K리그2 2023,1,2023/03/01,경남,부천,창원 축구센터,3134,79, 
55,2023,K리그2,하나원큐 K리그2 2023,76,2023/05/14,경남,성남,양산 종합,3127,68,주말
56,2023,K리그2,하나원큐 K리그2 2023,94,2023/06/04,김포,충북청주,김포솔터축구장,3121,127,주말
57,2023,K리그2,하나원큐 K리그2 2023,228,2023/11/12,전남,부산,광양 전용,3120,250,주말
58,2023,K리그2,하나원큐 K리그2 2023,29,2023/04/02,부산,서울E,부산 아시아드,3116,27,주말
59,2023,K리그2,하나원큐 K리그2 2023,107,2023/06/25,김포,전남,김포솔터축구장,3105,83,주말
60,2023,K리그2,하나원큐 K리그2 2023,151,2023/08/12,안양,안산,안양 종합,3088,65,주말
61,2023,K리그2,하나원큐 K리그2 2023,164,2023/08/26,경남,성남,창원 축구센터,3071,47,주말
62,2023,K리그2,하나원큐 K리그2 2023,82,2023/05/20,서울E,부천,목동 종합,3067,286,주말
63,2023,K리그2,하나원큐 K리그2 2023,15,2023/03/11,충북청주,부산,청주 종합,3043,86,주말
64,2023,K리그2,하나원큐 K리그2 2023,198,2023/09/24,부천,경남,부천 종합,3039,94,주말
65,2023,K리그2,하나원큐 K리그2 2023,7,2023/03/04,부천,성남,부천 종합,3034,151,주말
66,2023,K리그2,하나원큐 K리그2 2023,183,2023/09/16,부산,성남,부산 아시아드,3018,61,주말
67,2023,K리그2,하나원큐 K리그2 2023,104,2023/06/24,성남,부천,탄천 종합,2985,198,주말
68,2023,K리그2,하나원큐 K리그2 2023,27,2023/04/01,김포,부천,김포솔터축구장,2945,267,주말
69,2023,K리그2,하나원큐 K리그2 2023,180,2023/09/03,안양,부산,안양 종합,2927,275,주말
70,2023,K리그2,하나원큐 K리그2 2023,175,2023/09/02,부천,충남아산,부천 종합,2921,39,주말
71,2023,K리그2,하나원큐 K리그2 2023,166,2023/08/26,부천,서울E,부천 종합,2913,97,주말
72,2023,K리그2,하나원큐 K리그2 2023,214,2023/10/22,김포,전남,김포솔터축구장,2884,115,주말
73,2023,K리그2,하나원큐 K리그2 2023,21,2023/03/18,부천,안산,부천 종합,2854,61,주말
74,2023,K리그2,하나원큐 K리그2 2023,28,2023/04/02,김천,경남,김천 종합,2825,137,주말
74,2023,K리그2,하나원큐 K리그2 2023,73,2023/05/13,서울E,천안,목동 종합,2825,67,주말
76,2023,K리그2,하나원큐 K리그2 2023,134,2023/07/23,경남,김천,창원 축구센터,2797,112,주말
77,2023,K리그2,하나원큐 K리그2 2023,100,2023/06/11,부천,천안,부천 종합,2769,68,주말
78,2023,K리그2,하나원큐 K리그2 2023,68,2023/05/06,김포,서울E,김포솔터축구장,2736,88,주말
79,2023,K리그2,하나원큐 K리그2 2023,95,2023/06/04,서울E,부산,목동 종합,2723,299,주말
80,2023,K리그2,하나원큐 K리그2 2023,23,2023/03/19,안양,성남,안양 종합,2722,143,주말
81,2023,K리그2,하나원큐 K리그2 2023,34,2023/04/09,충북청주,김포,청주 종합,2648,78,주말
82,2023,K리그2,하나원큐 K리그2 2023,70,2023/05/07,부천,전남,부천 종합,2610,72,주말
83,2023,K리그2,하나원큐 K리그2 2023,57,2023/04/29,부산,안산,부산 아시아드,2564,23,주말
84,2023,K리그2,하나원큐 K리그2 2023,179,2023/09/03,전남,성남,광양 전용,2552,39,주말
85,2023,K리그2,하나원큐 K리그2 2023,86,2023/05/27,충북청주,경남,청주 종합,2548,60,주말
86,2023,K리그2,하나원큐 K리그2 2023,171,2023/08/29,부산,김천,부산 구덕,2532,95, 
87,2023,K리그2,하나원큐 K리그2 2023,52,2023/04/23,충남아산,경남,아산 이순신,2530,79,주말
88,2023,K리그2,하나원큐 K리그2 2023,208,2023/10/07,전남,안산,광양 전용,2523,22,주말
89,2023,K리그2,하나원큐 K리그2 2023,71,2023/05/07,안양,부산,안양 종합,2511,140,주말
90,2023,K리그2,하나원큐 K리그2 2023,49,2023/04/22,안양,김포,안양 종합,2487,89,주말
91,2023,K리그2,하나원큐 K리그2 2023,229,2023/11/26,김천,서울E,김천 종합,2482,33,주말
92,2023,K리그2,하나원큐 K리그2 2023,196,2023/09/24,김포,충남아산,김포솔터축구장,2461,32,주말
93,2023,K리그2,하나원큐 K리그2 2023,162,2023/08/21,경남,천안,창원 축구센터,2445,36, 
94,2023,K리그2,하나원큐 K리그2 2023,14,2023/03/11,김포,경남,김포솔터축구장,2435,102,주말
95,2023,K리그2,하나원큐 K리그2 2023,165,2023/08/26,김포,부산,김포솔터축구장,2418,217,주말
96,2023,K리그2,하나원큐 K리그2 2023,4,2023/03/01,성남,안산,탄천 종합,2411,78, 
97,2023,K리그2,하나원큐 K리그2 2023,156,2023/08/15,부산,전남,부산 구덕,2395,69, 
98,2023,K리그2,하나원큐 K리그2 2023,87,2023/05/27,성남,안양,탄천 종합,2351,357,주말
99,2023,K리그2,하나원큐 K리그2 2023,101,2023/06/11,충북청주,전남,청주 종합,2293,99,주말
100,2023,K리그2,하나원큐 K리그2 2023,58,2023/04/29,안양,충북청주,안양 종합,2284,69,주말
101,2023,K리그2,하나원큐 K리그2 2023,146,2023/08/05,부산,천안,부산 구덕,2279,53,주말
102,2023,K리그2,하나원큐 K리그2 2023,129,2023/07/18,안양,천안,안양 종합,2275,44, 
103,2023,K리그2,하나원큐 K리그2 2023,80,2023/05/20,천안,충남아산,천안 종합,2238,155,주말
104,2023,K리그2,하나원큐 K리그2 2023,158,2023/08/19,충북청주,김포,청주 종합,2219,110,주말
105,2023,K리그2,하나원큐 K리그2 2023,141,2023/07/30,부천,부산,부천 종합,2189,165,주말
106,2023,K리그2,하나원큐 K리그2 2023,220,2023/10/29,전남,충북청주,광양 전용,2180,97,주말
107,2023,K리그2,하나원큐 K리그2 2023,199,2023/09/30,안양,성남,안양 종합,2174,155,주말
108,2023,K리그2,하나원큐 K리그2 2023,140,2023/07/29,성남,전남,탄천 종합,2169,120,주말
109,2023,K리그2,하나원큐 K리그2 2023,25,2023/04/01,안양,충남아산,안양 종합,2156,37,주말
110,2023,K리그2,하나원큐 K리그2 2023,75,2023/05/13,부산,부천,부산 아시아드,2150,79,주말
111,2023,K리그2,하나원큐 K리그2 2023,126,2023/07/16,경남,전남,창원 축구센터,2137,51,주말
112,2023,K리그2,하나원큐 K리그2 2023,72,2023/05/07,성남,김천,탄천 종합,2123,127,주말
113,2023,K리그2,하나원큐 K리그2 2023,147,2023/08/05,김포,안양,김포솔터축구장,2092,406,주말
114,2023,K리그2,하나원큐 K리그2 2023,233,2023/11/26,김포,경남,김포솔터축구장,2060,155,주말
115,2023,K리그2,하나원큐 K리그2 2023,160,2023/08/20,전남,김천,광양 전용,2058,53,주말
116,2023,K리그2,하나원큐 K리그2 2023,189,2023/09/19,충북청주,서울E,청주 종합,2057,22, 
117,2023,K리그2,하나원큐 K리그2 2023,153,2023/08/14,부천,경남,부천 종합,2053,67, 
118,2023,K리그2,하나원큐 K리그2 2023,56,2023/04/29,경남,천안,창원 축구센터,2024,48,주말
119,2023,K리그2,하나원큐 K리그2 2023,20,2023/03/18,경남,충북청주,창원 축구센터,2011,24,주말
120,2023,K리그2,하나원큐 K리그2 2023,178,2023/09/03,김포,서울E,김포솔터축구장,1998,92,주말
121,2023,K리그2,하나원큐 K리그2 2023,12,2023/03/05,전남,경남,광양 전용,1975,230,주말
122,2023,K리그2,하나원큐 K리그2 2023,115,2023/07/08,충북청주,안양,청주 종합,1949,286,주말
123,2023,K리그2,하나원큐 K리그2 2023,65,2023/05/03,김포,성남,김포솔터축구장,1915,77, 
124,2023,K리그2,하나원큐 K리그2 2023,145,2023/08/05,전남,부천,광양 전용,1894,64,주말
125,2023,K리그2,하나원큐 K리그2 2023,210,2023/10/07,김포,안양,김포솔터축구장,1890,186,주말
126,2023,K리그2,하나원큐 K리그2 2023,125,2023/07/16,부산,성남,부산 아시아드,1872,52,주말
127,2023,K리그2,하나원큐 K리그2 2023,143,2023/07/31,서울E,충남아산,목동 종합,1870,49, 
128,2023,K리그2,하나원큐 K리그2 2023,172,2023/08/30,서울E,전남,목동 종합,1859,63, 
129,2023,K리그2,하나원큐 K리그2 2023,185,2023/09/17,충남아산,안양,아산 이순신,1858,204,주말
130,2023,K리그2,하나원큐 K리그2 2023,133,2023/07/23,충북청주,서울E,청주 종합,1857,55,주말
131,2023,K리그2,하나원큐 K리그2 2023,207,2023/10/07,성남,충남아산,탄천 종합,1780,47,주말
132,2023,K리그2,하나원큐 K리그2 2023,85,2023/05/27,전남,천안,광양 전용,1741,26,주말
133,2023,K리그2,하나원큐 K리그2 2023,78,2023/05/14,충북청주,안산,청주 종합,1728,23,주말
134,2023,K리그2,하나원큐 K리그2 2023,226,2023/11/12,안산,안양,안산 와스타디움,1715,383,주말
135,2023,K리그2,하나원큐 K리그2 2023,24,2023/03/19,전남,김포,광양 전용,1712,46,주말
136,2023,K리그2,하나원큐 K리그2 2023,43,2023/04/18,부천,서울E,부천 종합,1704,50, 
137,2023,K리그2,하나원큐 K리그2 2023,53,2023/04/23,충북청주,부천,청주 종합,1683,138,주말
138,2023,K리그2,하나원큐 K리그2 2023,50,2023/04/22,성남,부산,탄천 종합,1671,192,주말
139,2023,K리그2,하나원큐 K리그2 2023,230,2023/11/26,성남,안산,탄천 종합,1629,101,주말
140,2023,K리그2,하나원큐 K리그2 2023,96,2023/06/04,전남,김천,광양 전용,1625,38,주말
141,2023,K리그2,하나원큐 K리그2 2023,112,2023/07/02,김포,충남아산,김포솔터축구장,1618,51,주말
142,2023,K리그2,하나원큐 K리그2 2023,152,2023/10/14,충남아산,충북청주,아산 이순신,1616,273,주말
143,2023,K리그2,하나원큐 K리그2 2023,35,2023/04/09,서울E,안산,목동 종합,1614,54,주말
144,2023,K리그2,하나원큐 K리그2 2023,117,2023/07/09,성남,김포,탄천 종합,1596,85,주말
145,2023,K리그2,하나원큐 K리그2 2023,138,2023/07/24,부산,안양,부산 아시아드,1579,85, 
146,2023,K리그2,하나원큐 K리그2 2023,64,2023/05/03,경남,서울E,창원 축구센터,1576,5, 
147,2023,K리그2,하나원큐 K리그2 2023,127,2023/07/18,부천,충북청주,부천 종합,1552,57, 
148,2023,K리그2,하나원큐 K리그2 2023,190,2023/09/20,안양,경남,안양 종합,1539,25, 
149,2023,K리그2,하나원큐 K리그2 2023,77,2023/05/14,충남아산,김포,아산 이순신,1513,84,주말
150,2023,K리그2,하나원큐 K리그2 2023,128,2023/07/18,서울E,김포,목동 종합,1489,94, 
151,2023,K리그2,하나원큐 K리그2 2023,42,2023/04/16,안산,김포,안산 와스타디움,1479,123,주말
152,2023,K리그2,하나원큐 K리그2 2023,33,2023/04/08,전남,성남,광양 전용,1474,39,주말
153,2023,K리그2,하나원큐 K리그2 2023,41,2023/04/16,성남,천안,탄천 종합,1468,57,주말
154,2023,K리그2,하나원큐 K리그2 2023,203,2023/10/01,천안,김천,천안 종합,1466,139,주말
155,2023,K리그2,하나원큐 K리그2 2023,114,2023/07/03,전남,서울E,광양 전용,1436,3, 
156,2023,K리그2,하나원큐 K리그2 2023,46,2023/04/19,김포,부산,김포솔터축구장,1429,46, 
157,2023,K리그2,하나원큐 K리그2 2023,79,2023/05/20,안산,성남,안산 와스타디움,1394,150,주말
157,2023,K리그2,하나원큐 K리그2 2023,154,2023/08/14,천안,김포,천안 종합,1394,119, 
159,2023,K리그2,하나원큐 K리그2 2023,109,2023/07/01,안산,부산,안산 와스타디움,1388,182,주말
160,2023,K리그2,하나원큐 K리그2 2023,63,2023/05/02,부천,충남아산,부천 종합,1380,16, 
161,2023,K리그2,하나원큐 K리그2 2023,88,2023/05/28,부산,충남아산,부산 구덕,1366,61,주말
162,2023,K리그2,하나원큐 K리그2 2023,122,2023/07/15,김포,김천,김포솔터축구장,1363,108,주말
163,2023,K리그2,하나원큐 K리그2 2023,163,2023/08/26,김천,충남아산,김천 종합,1351,29,주말
164,2023,K리그2,하나원큐 K리그2 2023,13,2023/03/11,서울E,전남,목동 종합,1350,68,주말
165,2023,K리그2,하나원큐 K리그2 2023,222,2023/10/29,김천,김포,김천 종합,1319,78,주말
166,2023,K리그2,하나원큐 K리그2 2023,187,2023/09/19,부산,안산,부산 아시아드,1306,10, 
167,2023,K리그2,하나원큐 K리그2 2023,131,2023/07/19,전남,안산,광양 전용,1292,4, 
168,2023,K리그2,하나원큐 K리그2 2023,137,2023/07/24,김포,안산,김포솔터축구장,1277,41, 
169,2023,K리그2,하나원큐 K리그2 2023,102,2023/06/11,성남,서울E,탄천 종합,1273,126,주말
170,2023,K리그2,하나원큐 K리그2 2023,67,2023/05/06,안산,경남,안산 와스타디움,1258,80,주말
171,2023,K리그2,하나원큐 K리그2 2023,213,2023/10/21,충남아산,부산,아산 이순신,1255,104,주말
172,2023,K리그2,하나원큐 K리그2 2023,211,2023/10/21,천안,성남,천안 종합,1251,153,주말
173,2023,K리그2,하나원큐 K리그2 2023,155,2023/08/15,김천,서울E,김천 종합,1241,27, 
174,2023,K리그2,하나원큐 K리그2 2023,61,2023/05/02,전남,부산,광양 전용,1214,14, 
175,2023,K리그2,하나원큐 K리그2 2023,74,2023/05/13,김천,안양,김천 종합,1203,106,주말
176,2023,K리그2,하나원큐 K리그2 2023,177,2023/09/02,천안,안산,천안 종합,1197,37,주말
177,2023,K리그2,하나원큐 K리그2 2023,227,2023/11/12,천안,김포,천안 종합,1196,145,주말
178,2023,K리그2,하나원큐 K리그2 2023,194,2023/09/23,김천,안양,김천 종합,1187,62,주말
179,2023,K리그2,하나원큐 K리그2 2023,54,2023/04/23,안산,전남,안산 와스타디움,1170,61,주말
180,2023,K리그2,하나원큐 K리그2 2023,216,2023/10/22,안산,김천,안산 와스타디움,1165,90,주말
181,2023,K리그2,하나원큐 K리그2 2023,10,2023/03/05,김포,천안,김포솔터축구장,1164,291,주말
182,2023,K리그2,하나원큐 K리그2 2023,17,2023/03/12,안산,안양,안산 와스타디움,1124,162,주말
183,2023,K리그2,하나원큐 K리그2 2023,106,2023/06/25,충남아산,안산,아산 이순신,1110,46,주말
184,2023,K리그2,하나원큐 K리그2 2023,116,2023/07/08,천안,서울E,천안 종합,1109,85,주말
185,2023,K리그2,하나원큐 K리그2 2023,176,2023/09/02,김천,충북청주,김천 종합,1100,128,주말
186,2023,K리그2,하나원큐 K리그2 2023,205,2023/10/07,김천,부천,김천 종합,1094,58,주말
187,2023,K리그2,하나원큐 K리그2 2023,55,2023/04/29,전남,충남아산,광양 전용,1077,30,주말
188,2023,K리그2,하나원큐 K리그2 2023,92,2023/06/03,충남아산,성남,아산 이순신,1072,132,주말
189,2023,K리그2,하나원큐 K리그2 2023,59,2023/04/30,김천,김포,김천 종합,1070,59,주말
190,2023,K리그2,하나원큐 K리그2 2023,174,2023/08/30,충북청주,안양,청주 종합,1062,100, 
191,2023,K리그2,하나원큐 K리그2 2023,105,2023/06/24,김천,천안,김천 종합,1060,47,주말
192,2023,K리그2,하나원큐 K리그2 2023,161,2023/08/21,성남,부천,탄천 종합,1056,107, 
193,2023,K리그2,하나원큐 K리그2 2023,37,2023/04/15,전남,충북청주,광양 전용,1032,21,주말
193,2023,K리그2,하나원큐 K리그2 2023,124,2023/07/15,충남아산,안양,아산 이순신,1032,187,주말
195,2023,K리그2,하나원큐 K리그2 2023,201,2023/09/30,충남아산,서울E,아산 이순신,1019,41,주말
196,2023,K리그2,하나원큐 K리그2 2023,113,2023/07/03,충북청주,성남,청주 종합,1014,47, 
197,2023,K리그2,하나원큐 K리그2 2023,130,2023/07/19,성남,경남,탄천 종합,992,35, 
198,2023,K리그2,하나원큐 K리그2 2023,168,2023/08/27,천안,충북청주,천안 종합,990,194,주말
199,2023,K리그2,하나원큐 K리그2 2023,119,2023/07/10,충남아산,전남,아산 이순신,956,25, 
200,2023,K리그2,하나원큐 K리그2 2023,91,2023/06/03,천안,경남,천안 종합,952,67,주말
201,2023,K리그2,하나원큐 K리그2 2023,16,2023/03/12,성남,충남아산,탄천 종합,949,49,주말
202,2023,K리그2,하나원큐 K리그2 2023,135,2023/07/23,충남아산,부천,아산 이순신,930,117,주말
203,2023,K리그2,하나원큐 K리그2 2023,157,2023/08/19,안산,충남아산,안산 와스타디움,927,57,주말
203,2023,K리그2,하나원큐 K리그2 2023,169,2023/08/29,충남아산,경남,아산 이순신,927,32, 
205,2023,K리그2,하나원큐 K리그2 2023,62,2023/05/02,천안,안양,천안 종합,920,116, 
206,2023,K리그2,하나원큐 K리그2 2023,149,2023/08/06,김천,성남,김천 종합,906,58,주말
207,2023,K리그2,하나원큐 K리그2 2023,31,2023/04/08,천안,김천,천안 종합,905,119,주말
208,2023,K리그2,하나원큐 K리그2 2023,84,2023/05/21,김천,충북청주,김천 종합,893,60,주말
209,2023,K리그2,하나원큐 K리그2 2023,123,2023/07/15,안산,부천,안산 와스타디움,887,231,주말
210,2023,K리그2,하나원큐 K리그2 2023,121,2023/07/15,천안,충북청주,천안 종합,885,149,주말
210,2023,K리그2,하나원큐 K리그2 2023,132,2023/07/19,김천,충남아산,김천 종합,885,13, 
212,2023,K리그2,하나원큐 K리그2 2023,200,2023/09/30,안산,김포,안산 와스타디움,873,148,주말
213,2023,K리그2,하나원큐 K리그2 2023,120,2023/07/10,김천,부산,김천 종합,866,153, 
214,2023,K리그2,하나원큐 K리그2 2023,69,2023/05/06,충북청주,천안,청주 종합,837,61,주말
214,2023,K리그2,하나원큐 K리그2 2023,97,2023/06/10,김천,안산,김천 종합,837,26,주말
216,2023,K리그2,하나원큐 K리그2 2023,45,2023/04/18,경남,안양,창원 축구센터,820,50, 
217,2023,K리그2,하나원큐 K리그2 2023,173,2023/08/30,성남,김포,탄천 종합,803,78, 
218,2023,K리그2,하나원큐 K리그2 2023,30,2023/04/02,천안,전남,천안 종합,762,59,주말
218,2023,K리그2,하나원큐 K리그2 2023,44,2023/04/18,충북청주,충남아산,청주 종합,762,22, 
220,2023,K리그2,하나원큐 K리그2 2023,36,2023/04/09,충남아산,부산,아산 이순신,758,35,주말
221,2023,K리그2,하나원큐 K리그2 2023,89,2023/05/28,안산,서울E,안산 와스타디움,709,67,주말
222,2023,K리그2,하나원큐 K리그2 2023,66,2023/05/03,안산,김천,안산 와스타디움,702,79, 
223,2023,K리그2,하나원큐 K리그2 2023,142,2023/07/30,안산,천안,안산 와스타디움,699,113,주말
224,2023,K리그2,하나원큐 K리그2 2023,182,2023/09/16,안산,충북청주,안산 와스타디움,694,155,주말
225,2023,K리그2,하나원큐 K리그2 2023,18,2023/03/12,천안,부천,천안 종합,675,122,주말
226,2023,K리그2,하나원큐 K리그2 2023,188,2023/09/19,성남,김천,탄천 종합,647,67, 
227,2023,K리그2,하나원큐 K리그2 2023,38,2023/04/15,김천,부천,김천 종합,627,57,주말
228,2023,K리그2,하나원큐 K리그2 2023,136,2023/07/23,천안,성남,천안 종합,580,82,주말
229,2023,K리그2,하나원큐 K리그2 2023,48,2023/04/19,천안,안산,천안 종합,566,24, 
230,2023,K리그2,하나원큐 K리그2 2023,191,2023/09/20,충남아산,전남,아산 이순신,515,6, 
231,2023,K리그2,하나원큐 K리그2 2023,192,2023/09/20,천안,부천,천안 종합,433,82, 
232,2023,K리그2,하나원큐 K리그2 2023,170,2023/08/29,안산,부천,안산 와스타디움,422,126, 
233,2023,K리그2,하나원큐 K리그2 2023,150,2023/08/08,안산,충북청주,안산 와스타디움,385,73, 
234,2023,K리그2,하나원큐 K리그2 2023,47,2023/04/19,김천,전남,김천 종합,359,10, 
