Rank,Meet_Year,LEAGUE_NAME,Meet_Name,Game_id,Game_Date,HomeTeam,AwayTeam,Field_Name,Audience_Qty,Audience_Away_Qty,Day
130,2025,K리그2,하나은행 K리그2 2025,263,2025/11/08,천안,성남,천안 종합,2891,380,주말
132,2025,K리그2,하나은행 K리그2 2025,240,2025/10/19,서울E,부산,목동 종합,2859,283,주말
133,2025,K리그2,하나은행 K리그2 2025,134,2025/07/12,전남,경남,광양 전용,2851,168,주말
134,2025,K리그2,하나은행 K리그2 2025,189,2025/08/31,천안,서울E,천안 종합,2813,102,주말
135,2025,K리그2,하나은행 K리그2 2025,252,2025/10/26,서울E,충남아산,목동 종합,2809,146,주말
136,2025,K리그2,하나은행 K리그2 2025,99,2025/06/06,충북청주,충남아산,청주 종합,2793,296, 
137,2025,K리그2,하나은행 K리그2 2025,218,2025/10/03,성남,서울E,탄천 종합,2781,310, 
138,2025,K리그2,하나은행 K리그2 2025,142,2025/07/19,김포,안산,김포솔터축구장,2779,108,주말
139,2025,K리그2,하나은행 K리그2 2025,114,2025/06/21,천안,서울E,천안 종합,2777,129,주말
140,2025,K리그2,하나은행 K리그2 2025,259,2025/11/02,충남아산,천안,아산 이순신,2772,188,주말
141,2025,K리그2,하나은행 K리그2 2025,63,2025/04/27,부산,화성,부산 구덕,2769,26,주말
142,2025,K리그2,하나은행 K리그2 2025,2,2025/02/22,천안,전남,천안 종합,2764,253,주말
143,2025,K리그2,하나은행 K리그2 2025,216,2025/09/28,김포,성남,김포솔터축구장,2730,288,주말
144,2025,K리그2,하나은행 K리그2 2025,178,2025/08/23,서울E,김포,목동 종합,2710,329,주말
145,2025,K리그2,하나은행 K리그2 2025,65,2025/05/04,부천,전남,부천 종합,2698,166,주말
146,2025,K리그2,하나은행 K리그2 2025,31,2025/03/29,경남,충북청주,창원 축구센터,2696,99,주말
147,2025,K리그2,하나은행 K리그2 2025,143,2025/07/19,서울E,성남,목동 종합,2690,218,주말
148,2025,K리그2,하나은행 K리그2 2025,118,2025/06/22,부산,충북청주,부산 구덕,2673,87,주말
149,2025,K리그2,하나은행 K리그2 2025,177,2025/08/23,부천,천안,부천 종합,2671,130,주말
150,2025,K리그2,하나은행 K리그2 2025,117,2025/06/22,전남,김포,광양 전용,2662,49,주말
151,2025,K리그2,하나은행 K리그2 2025,256,2025/11/01,김포,화성,김포솔터축구장,2632,129,주말
152,2025,K리그2,하나은행 K리그2 2025,12,2025/03/02,부산,경남,부산 구덕,2610,311,주말
152,2025,K리그2,하나은행 K리그2 2025,78,2025/05/17,경남,충남아산,창원 축구센터,2610,104,주말
154,2025,K리그2,하나은행 K리그2 2025,166,2025/08/10,서울E,화성,목동 종합,2607,97,주말
155,2025,K리그2,하나은행 K리그2 2025,135,2025/07/12,부산,성남,부산 구덕,2606,132,주말
156,2025,K리그2,하나은행 K리그2 2025,72,2025/05/10,경남,부천,창원 축구센터,2604,104,주말
157,2025,K리그2,하나은행 K리그2 2025,188,2025/08/30,부산,충북청주,부산 구덕,2559,107,주말
158,2025,K리그2,하나은행 K리그2 2025,9,2025/03/01,서울E,전남,목동 종합,2554,196,주말
159,2025,K리그2,하나은행 K리그2 2025,95,2025/05/31,안산,성남,안산 와스타디움,2548,304,주말
