Rank,Meet_Year,LEAGUE_NAME,Meet_Name,Game_id,Game_Date,HomeTeam,AwayTeam,Field_Name,Audience_Qty,Audience_Away_Qty,Day
31,2025,K리그1,하나은행 K리그1 2025,52,2025-04-19,서울,광주,서울 월드컵,19234,1084,주말
32,2025,K리그1,하나은행 K리그1 2025,4,2025-02-16,울산,안양,울산 문수,18718,1103,주말
33,2025,K리그1,하나은행 K리그1 2025,175,2025-09-20,전북,김천,전주 월드컵,17212,270,주말
34,2025,K리그1,하나은행 K리그1 2025,22,2025-03-09,울산,제주,울산 문수,16749,273,주말
35,2025,K리그1,하나은행 K리그1 2025,88,2025-05-24,울산,김천,울산 문수,16012,250,주말
36,2025,K리그1,하나은행 K리그1 2025,145,2025-08-08,서울,대구,서울 월드컵,15778,845, 
37,2025,K리그1,하나은행 K리그1 2025,11,2025-02-23,전북,광주,전주 월드컵,15393,952,주말
38,2025,K리그1,하나은행 K리그1 2025,109,2025-06-17,서울,강원,서울 월드컵,15290,583, 
39,2025,K리그1,하나은행 K리그1 2025,179,2025-09-21,서울,광주,서울 월드컵,15221,860,주말
40,2025,K리그1,하나은행 K리그1 2025,39,2025-04-05,대전,전북,대전 월드컵,14622,4146,주말
41,2025,K리그1,하나은행 K리그1 2025,125,2025-07-12,울산,대구,울산 문수,14555,2038,주말
42,2025,K리그1,하나은행 K리그1 2025,170,2025-09-13,포항,울산,포항 스틸야드,14166,1132,주말
43,2025,K리그1,하나은행 K리그1 2025,24,2025-03-09,전북,강원,전주 월드컵,14090,459,주말
44,2025,K리그1,하나은행 K리그1 2025,130,2025-07-19,포항,전북,포항 스틸야드,13973,1132,주말
45,2025,K리그1,하나은행 K리그1 2025,138,2025-07-23,전북,강원,전주 월드컵,13795,204, 
46,2025,K리그1,하나은행 K리그1 2025,74,2025-05-10,대전,서울,대전 월드컵,13706,2729,주말
47,2025,K리그1,하나은행 K리그1 2025,21,2025-03-08,안양,김천,안양 종합,13579,350,주말
48,2025,K리그1,하나은행 K리그1 2025,49,2025-04-19,울산,강원,울산 문수,13536,366,주말
49,2025,K리그1,하나은행 K리그1 2025,218,2025-11-22,서울,김천,서울 월드컵,13247,149,주말
50,2025,K리그1,하나은행 K리그1 2025,177,2025-09-21,울산,안양,울산 문수,13201,655,주말
51,2025,K리그1,하나은행 K리그1 2025,54,2025-04-20,전북,대구,전주 월드컵,12897,876,주말
52,2025,K리그1,하나은행 K리그1 2025,63,2025-05-03,대전,안양,대전 월드컵,12570,1357,주말
53,2025,K리그1,하나은행 K리그1 2025,32,2025-03-29,포항,울산,포항 스틸야드,12565,1132,주말
54,2025,K리그1,하나은행 K리그1 2025,6,2025-02-16,대구,강원,대구iM뱅크PARK,12240,622,주말
55,2025,K리그1,하나은행 K리그1 2025,48,2025-04-13,대구,울산,대구iM뱅크PARK,12218,622,주말
56,2025,K리그1,하나은행 K리그1 2025,27,2025-03-15,대구,안양,대구iM뱅크PARK,12183,622,주말
57,2025,K리그1,하나은행 K리그1 2025,203,2025-10-26,서울,강원,서울 월드컵,12177,963,주말
58,2025,K리그1,하나은행 K리그1 2025,20,2025-03-08,대구,대전,대구iM뱅크PARK,12168,622,주말
59,2025,K리그1,하나은행 K리그1 2025,9,2025-02-22,대구,수원FC,대구iM뱅크PARK,12098,522,주말
60,2025,K리그1,하나은행 K리그1 2025,223,2025-11-30,대구,안양,대구iM뱅크PARK,12092,622,주말
61,2025,K리그1,하나은행 K리그1 2025,225,2025-11-30,울산,제주,울산 문수,11928,297,주말
62,2025,K리그1,하나은행 K리그1 2025,190,2025-10-05,포항,대전,포항 스틸야드,11821,941,주말
63,2025,K리그1,하나은행 K리그1 2025,83,2025-05-18,대구,서울,대구iM뱅크PARK,11699,622,주말
64,2025,K리그1,하나은행 K리그1 2025,161,2025-08-24,포항,전북,포항 스틸야드,11582,1004,주말
65,2025,K리그1,하나은행 K리그1 2025,33,2025-03-29,대전,광주,대전 월드컵,11469,899,주말
66,2025,K리그1,하나은행 K리그1 2025,110,2025-06-17,전북,수원FC,전주 월드컵,11355,78, 
67,2025,K리그1,하나은행 K리그1 2025,64,2025-05-03,대구,제주,대구iM뱅크PARK,11325,308,주말
68,2025,K리그1,하나은행 K리그1 2025,14,2025-03-01,포항,대구,포항 스틸야드,11207,1134,주말
69,2025,K리그1,하나은행 K리그1 2025,102,2025-06-01,대구,광주,대구iM뱅크PARK,11111,519,주말
70,2025,K리그1,하나은행 K리그1 2025,2,2025-02-15,제주,서울,제주 월드컵,11049,1616,주말
71,2025,K리그1,하나은행 K리그1 2025,143,2025-07-27,대전,서울,대전 월드컵,11029,1904,주말
72,2025,K리그1,하나은행 K리그1 2025,70,2025-05-06,제주,강원,제주 월드컵,11017,342, 
73,2025,K리그1,하나은행 K리그1 2025,58,2025-04-27,포항,서울,포항 스틸야드,10984,1027,주말
74,2025,K리그1,하나은행 K리그1 2025,47,2025-04-13,전북,제주,전주 월드컵,10958,148,주말
75,2025,K리그1,하나은행 K리그1 2025,202,2025-10-26,울산,대구,울산 문수,10858,2658,주말
76,2025,K리그1,하나은행 K리그1 2025,197,2025-10-18,대구,강원,대구iM뱅크PARK,10795,622,주말
77,2025,K리그1,하나은행 K리그1 2025,34,2025-03-30,제주,수원FC,제주 월드컵,10778,97,주말
78,2025,K리그1,하나은행 K리그1 2025,183,2025-09-27,대구,울산,대구iM뱅크PARK,10601,622,주말
79,2025,K리그1,하나은행 K리그1 2025,221,2025-11-22,포항,전북,포항 스틸야드,10572,748,주말
80,2025,K리그1,하나은행 K리그1 2025,1,2025-02-15,포항,대전,포항 스틸야드,10519,1134,주말
81,2025,K리그1,하나은행 K리그1 2025,147,2025-08-09,울산,제주,울산 문수,10510,222,주말
82,2025,K리그1,하나은행 K리그1 2025,215,2025-11-09,포항,서울,포항 스틸야드,10493,725,주말
83,2025,K리그1,하나은행 K리그1 2025,30,2025-03-16,전북,포항,전주 월드컵,10442,601,주말
84,2025,K리그1,하나은행 K리그1 2025,195,2025-10-18,대전,제주,대전 월드컵,10425,280,주말
85,2025,K리그1,하나은행 K리그1 2025,89,2025-05-24,대전,대구,대전 월드컵,10417,1374,주말
86,2025,K리그1,하나은행 K리그1 2025,193,2025-10-18,울산,광주,울산 문수,10294,467,주말
87,2025,K리그1,하나은행 K리그1 2025,26,2025-03-15,강원,서울,춘천 송암,10231,1000,주말
88,2025,K리그1,하나은행 K리그1 2025,129,2025-07-19,강원,대전,강릉하이원아레나,10207,900,주말
89,2025,K리그1,하나은행 K리그1 2025,119,2025-08-02,울산,수원FC,울산 문수,10197,316,주말
90,2025,K리그1,하나은행 K리그1 2025,216,2025-11-09,울산,수원FC,울산 문수,10187,142,주말
91,2025,K리그1,하나은행 K리그1 2025,144,2025-07-27,대구,포항,대구iM뱅크PARK,10153,622,주말
92,2025,K리그1,하나은행 K리그1 2025,71,2025-05-06,안양,서울,안양 종합,10103,1218, 
93,2025,K리그1,하나은행 K리그1 2025,36,2025-03-30,안양,전북,안양 종합,10031,1086,주말
94,2025,K리그1,하나은행 K리그1 2025,149,2025-08-10,포항,광주,포항 스틸야드,10020,337,주말
95,2025,K리그1,하나은행 K리그1 2025,82,2025-05-18,포항,광주,포항 스틸야드,9819,371,주말
96,2025,K리그1,하나은행 K리그1 2025,61,2025-05-02,울산,광주,울산 문수,9659,420, 
97,2025,K리그1,하나은행 K리그1 2025,141,2025-07-26,광주,전북,광주 월드컵,9544,3803,주말
98,2025,K리그1,하나은행 K리그1 2025,148,2025-08-09,강원,김천,강릉하이원아레나,9415,115,주말
99,2025,K리그1,하나은행 K리그1 2025,60,2025-04-27,대전,강원,대전 월드컵,9412,636,주말
100,2025,K리그1,하나은행 K리그1 2025,111,2025-06-17,대구,포항,대구iM뱅크PARK,9384,622, 
101,2025,K리그1,하나은행 K리그1 2025,212,2025-11-08,대구,광주,대구iM뱅크PARK,9372,436,주말
102,2025,K리그1,하나은행 K리그1 2025,206,2025-11-01,대전,서울,대전 월드컵,9353,1736,주말
103,2025,K리그1,하나은행 K리그1 2025,115,2025-06-21,강원,대구,강릉하이원아레나,9256,519,주말
104,2025,K리그1,하나은행 K리그1 2025,222,2025-11-23,제주,대구,제주 월드컵,9246,1393,주말
105,2025,K리그1,하나은행 K리그1 2025,142,2025-07-27,강원,울산,강릉하이원아레나,9144,717,주말
106,2025,K리그1,하나은행 K리그1 2025,219,2025-11-22,대전,강원,대전 월드컵,9102,493,주말
107,2025,K리그1,하나은행 K리그1 2025,150,2025-08-10,대전,수원FC,대전 월드컵,9022,700,주말
108,2025,K리그1,하나은행 K리그1 2025,180,2025-09-21,포항,제주,포항 스틸야드,9014,137,주말
109,2025,K리그1,하나은행 K리그1 2025,101,2025-06-01,포항,강원,포항 스틸야드,8944,228,주말
110,2025,K리그1,하나은행 K리그1 2025,73,2025-05-10,포항,수원FC,포항 스틸야드,8811,188,주말
111,2025,K리그1,하나은행 K리그1 2025,99,2025-05-31,안양,대전,안양 종합,8752,1218,주말
112,2025,K리그1,하나은행 K리그1 2025,19,2025-03-08,수원FC,서울,수원 종합,8661,2089,주말
113,2025,K리그1,하나은행 K리그1 2025,128,2025-07-18,대구,김천,대구iM뱅크PARK,8562,232, 
114,2025,K리그1,하나은행 K리그1 2025,167,2025-08-31,강원,포항,강릉하이원아레나,8505,546,주말
115,2025,K리그1,하나은행 K리그1 2025,199,2025-10-25,전북,김천,전주 월드컵,8498,133,주말
116,2025,K리그1,하나은행 K리그1 2025,191,2025-10-05,강원,안양,강릉하이원아레나,8464,1000,주말
117,2025,K리그1,하나은행 K리그1 2025,78,2025-05-11,광주,전북,광주 월드컵,8444,2608,주말
118,2025,K리그1,하나은행 K리그1 2025,45,2025-04-12,포항,안양,포항 스틸야드,8354,522,주말
119,2025,K리그1,하나은행 K리그1 2025,204,2025-10-26,대전,포항,대전 월드컵,8275,1197,주말
120,2025,K리그1,하나은행 K리그1 2025,133,2025-07-22,포항,수원FC,포항 스틸야드,8260,81, 
121,2025,K리그1,하나은행 K리그1 2025,208,2025-11-01,안양,울산,안양 종합,8206,1218,주말
122,2025,K리그1,하나은행 K리그1 2025,41,2025-04-06,안양,강원,안양 종합,8127,899,주말
122,2025,K리그1,하나은행 K리그1 2025,136,2025-07-23,울산,대전,울산 문수,8127,450, 
124,2025,K리그1,하나은행 K리그1 2025,152,2025-08-15,안양,포항,안양 종합,8122,1218, 
125,2025,K리그1,하나은행 K리그1 2025,151,2025-08-15,제주,강원,제주 월드컵,8093,506, 
126,2025,K리그1,하나은행 K리그1 2025,140,2025-07-26,수원FC,안양,수원 종합,8027,2088,주말
127,2025,K리그1,하나은행 K리그1 2025,76,2025-05-11,제주,울산,제주 월드컵,8012,1076,주말
128,2025,K리그1,하나은행 K리그1 2025,93,2025-05-27,대구,전북,대구iM뱅크PARK,7994,620, 
129,2025,K리그1,하나은행 K리그1 2025,217,2025-11-22,안양,수원FC,안양 종합,7835,543,주말
130,2025,K리그1,하나은행 K리그1 2025,159,2025-08-23,대구,제주,대구iM뱅크PARK,7586,249,주말
131,2025,K리그1,하나은행 K리그1 2025,169,2025-09-13,강원,서울,강릉하이원아레나,7572,1000,주말
132,2025,K리그1,하나은행 K리그1 2025,106,2025-06-14,수원FC,안양,수원 종합,7524,2054,주말
133,2025,K리그1,하나은행 K리그1 2025,186,2025-09-28,안양,광주,안양 종합,7435,444,주말
134,2025,K리그1,하나은행 K리그1 2025,172,2025-09-14,안양,제주,안양 종합,7412,297,주말
135,2025,K리그1,하나은행 K리그1 2025,62,2025-05-02,포항,김천,포항 스틸야드,7405,139, 
136,2025,K리그1,하나은행 K리그1 2025,164,2025-08-30,대구,수원FC,대구iM뱅크PARK,7324,403,주말
137,2025,K리그1,하나은행 K리그1 2025,192,2025-10-05,수원FC,서울,수원 종합,7304,2085,주말
138,2025,K리그1,하나은행 K리그1 2025,124,2025-06-28,안양,광주,안양 종합,7253,635,주말
139,2025,K리그1,하나은행 K리그1 2025,16,2025-03-02,대전,수원FC,대전 월드컵,7220,472,주말
140,2025,K리그1,하나은행 K리그1 2025,198,2025-10-18,안양,김천,안양 종합,7178,237,주말
141,2025,K리그1,하나은행 K리그1 2025,55,2025-04-26,수원FC,전북,수원 종합,7131,2075,주말
142,2025,K리그1,하나은행 K리그1 2025,131,2025-07-19,제주,안양,제주 월드컵,7120,1065,주말
143,2025,K리그1,하나은행 K리그1 2025,181,2025-09-27,강원,대전,강릉하이원아레나,7112,461,주말
144,2025,K리그1,하나은행 K리그1 2025,122,2025-06-27,대전,제주,대전 월드컵,7097,177, 
145,2025,K리그1,하나은행 K리그1 2025,137,2025-07-23,제주,서울,제주 월드컵,7084,816, 
146,2025,K리그1,하나은행 K리그1 2025,165,2025-08-30,제주,광주,제주 월드컵,6967,445,주말
147,2025,K리그1,하나은행 K리그1 2025,80,2025-05-17,강원,울산,춘천 송암,6920,930,주말
148,2025,K리그1,하나은행 K리그1 2025,108,2025-04-01,울산,대전,울산 문수,6902,363, 
149,2025,K리그1,하나은행 K리그1 2025,188,2025-10-04,광주,대구,광주 월드컵,6731,1484,주말
150,2025,K리그1,하나은행 K리그1 2025,107,2025-06-14,제주,대구,제주 월드컵,6542,893,주말
151,2025,K리그1,하나은행 K리그1 2025,12,2025-02-23,강원,포항,춘천 송암,6539,532,주말
152,2025,K리그1,하나은행 K리그1 2025,168,2025-08-31,대전,김천,대전 월드컵,6534,253,주말
153,2025,K리그1,하나은행 K리그1 2025,228,2025-11-30,강원,포항,강릉하이원아레나,6524,464,주말
154,2025,K리그1,하나은행 K리그1 2025,205,2025-11-01,강원,전북,강릉하이원아레나,6424,718,주말
155,2025,K리그1,하나은행 K리그1 2025,75,2025-05-10,안양,대구,안양 종합,6365,686,주말
156,2025,K리그1,하나은행 K리그1 2025,162,2025-08-24,안양,대전,안양 종합,6317,841,주말
157,2025,K리그1,하나은행 K리그1 2025,67,2025-05-05,광주,김천,광주 월드컵,6238,224, 
158,2025,K리그1,하나은행 K리그1 2025,85,2025-05-23,제주,전북,제주 월드컵,6224,1230, 
159,2025,K리그1,하나은행 K리그1 2025,103,2025-06-13,강원,전북,춘천 송암,6219,929, 
160,2025,K리그1,하나은행 K리그1 2025,116,2025-06-21,포항,제주,포항 스틸야드,6204,196,주말
161,2025,K리그1,하나은행 K리그1 2025,86,2025-05-23,안양,포항,안양 종합,6124,676, 
162,2025,K리그1,하나은행 K리그1 2025,187,2025-10-03,제주,전북,제주 월드컵,6102,1364, 
163,2025,K리그1,하나은행 K리그1 2025,224,2025-11-30,수원FC,광주,수원 종합,6064,279,주말
164,2025,K리그1,하나은행 K리그1 2025,57,2025-04-26,안양,제주,안양 종합,5939,271,주말
165,2025,K리그1,하나은행 K리그1 2025,92,2025-05-27,대전,포항,대전 월드컵,5833,424, 
166,2025,K리그1,하나은행 K리그1 2025,7,2025-02-22,제주,김천,제주 월드컵,5733,76,주말
167,2025,K리그1,하나은행 K리그1 2025,154,2025-08-16,수원FC,울산,수원 종합,5702,1713,주말
168,2025,K리그1,하나은행 K리그1 2025,114,2025-04-23,안양,울산,안양 종합,5592,762, 
169,2025,K리그1,하나은행 K리그1 2025,28,2025-03-16,수원FC,울산,수원 종합,5557,1734,주말
170,2025,K리그1,하나은행 K리그1 2025,53,2025-04-20,제주,포항,제주 월드컵,5531,439,주말
171,2025,K리그1,하나은행 K리그1 2025,135,2025-07-22,안양,대구,안양 종합,5368,465, 
172,2025,K리그1,하나은행 K리그1 2025,112,2025-06-18,제주,광주,제주 월드컵,5307,211, 
173,2025,K리그1,하나은행 K리그1 2025,185,2025-09-28,제주,수원FC,제주 월드컵,5142,147,주말
174,2025,K리그1,하나은행 K리그1 2025,66,2025-05-03,강원,수원FC,춘천 송암,5105,311,주말
175,2025,K리그1,하나은행 K리그1 2025,46,2025-04-13,강원,광주,춘천 송암,5080,254,주말
176,2025,K리그1,하나은행 K리그1 2025,113,2025-06-18,대전,김천,대전 월드컵,5016,112, 
177,2025,K리그1,하나은행 K리그1 2025,17,2025-03-02,강원,제주,춘천 송암,5009,176,주말
178,2025,K리그1,하나은행 K리그1 2025,3,2025-02-15,광주,수원FC,광주 월드컵,4690,382,주말
179,2025,K리그1,하나은행 K리그1 2025,25,2025-03-15,제주,대전,제주 월드컵,4651,533,주말
180,2025,K리그1,하나은행 K리그1 2025,90,2025-05-25,광주,강원,광주 월드컵,4554,204,주말
181,2025,K리그1,하나은행 K리그1 2025,23,2025-03-22,광주,포항,광주 월드컵,4544,535,주말
182,2025,K리그1,하나은행 K리그1 2025,51,2025-04-19,안양,수원FC,안양 종합,4508,472,주말
183,2025,K리그1,하나은행 K리그1 2025,189,2025-10-05,김천,울산,김천 종합,4239,1598,주말
184,2025,K리그1,하나은행 K리그1 2025,211,2025-11-08,제주,안양,제주 월드컵,4161,467,주말
185,2025,K리그1,하나은행 K리그1 2025,220,2025-11-22,광주,울산,광주 월드컵,4033,861,주말
186,2025,K리그1,하나은행 K리그1 2025,178,2025-09-21,수원FC,강원,수원 종합,4005,1085,주말
187,2025,K리그1,하나은행 K리그1 2025,173,2025-09-14,김천,대구,김천 종합,3872,1805,주말
188,2025,K리그1,하나은행 K리그1 2025,210,2025-11-02,수원FC,대구,수원 종합,3865,1114,주말
189,2025,K리그1,하나은행 K리그1 2025,42,2025-04-06,광주,제주,광주 월드컵,3858,133,주말
190,2025,K리그1,하나은행 K리그1 2025,121,2025-06-27,김천,전북,김천 종합,3840,1260, 
191,2025,K리그1,하나은행 K리그1 2025,38,2025-04-05,김천,대구,김천 종합,3740,1794,주말
192,2025,K리그1,하나은행 K리그1 2025,182,2025-09-27,김천,포항,김천 종합,3634,1232,주말
193,2025,K리그1,하나은행 K리그1 2025,77,2025-05-11,강원,김천,춘천 송암,3628,62,주말
194,2025,K리그1,하나은행 K리그1 2025,84,2025-05-18,수원FC,대전,수원 종합,3579,916,주말
195,2025,K리그1,하나은행 K리그1 2025,123,2025-06-28,수원FC,강원,수원 종합,3401,962,주말
196,2025,K리그1,하나은행 K리그1 2025,174,2025-09-14,수원FC,광주,수원 종합,3354,408,주말
197,2025,K리그1,하나은행 K리그1 2025,15,2025-03-01,광주,안양,광주 월드컵,3319,632,주말
198,2025,K리그1,하나은행 K리그1 2025,59,2025-04-27,김천,울산,김천 종합,3300,1429,주말
199,2025,K리그1,하나은행 K리그1 2025,156,2025-08-17,광주,대전,광주 월드컵,3278,710,주말
200,2025,K리그1,하나은행 K리그1 2025,29,2025-03-16,김천,광주,김천 종합,3193,231,주말
201,2025,K리그1,하나은행 K리그1 2025,95,2025-05-28,강원,안양,춘천 송암,3135,288, 
202,2025,K리그1,하나은행 K리그1 2025,72,2025-05-06,수원FC,대구,수원 종합,3114,632, 
203,2025,K리그1,하나은행 K리그1 2025,120,2025-06-22,광주,대전,광주 월드컵,3055,518,주말
204,2025,K리그1,하나은행 K리그1 2025,158,2025-08-23,광주,강원,광주 월드컵,3044,240,주말
205,2025,K리그1,하나은행 K리그1 2025,96,2025-05-28,광주,울산,광주 월드컵,2933,309, 
206,2025,K리그1,하나은행 K리그1 2025,40,2025-04-05,수원FC,포항,수원 종합,2924,756,주말
207,2025,K리그1,하나은행 K리그1 2025,227,2025-11-30,김천,대전,김천 종합,2804,1494,주말
208,2025,K리그1,하나은행 K리그1 2025,50,2025-04-19,김천,대전,김천 종합,2789,1368,주말
209,2025,K리그1,하나은행 K리그1 2025,104,2025-06-13,광주,서울,광주 월드컵,2746,510, 
210,2025,K리그1,하나은행 K리그1 2025,105,2025-06-14,김천,포항,김천 종합,2681,1277,주말
211,2025,K리그1,하나은행 K리그1 2025,155,2025-08-17,김천,서울,김천 종합,2667,646,주말
212,2025,K리그1,하나은행 K리그1 2025,201,2025-10-25,수원FC,제주,수원 종합,2510,239,주말
213,2025,K리그1,하나은행 K리그1 2025,209,2025-11-02,광주,제주,광주 월드컵,2485,120,주말
214,2025,K리그1,하나은행 K리그1 2025,157,2025-08-23,김천,수원FC,김천 종합,2303,314,주말
215,2025,K리그1,하나은행 K리그1 2025,200,2025-10-25,광주,안양,광주 월드컵,2228,469,주말
216,2025,K리그1,하나은행 K리그1 2025,207,2025-11-01,김천,포항,김천 종합,2147,906,주말
217,2025,K리그1,하나은행 K리그1 2025,43,2025-04-12,수원FC,김천,수원 종합,2066,107,주말
218,2025,K리그1,하나은행 K리그1 2025,94,2025-05-28,김천,서울,김천 종합,2040,401, 
219,2025,K리그1,하나은행 K리그1 2025,127,2025-07-18,수원FC,광주,수원 종합,2036,327, 
220,2025,K리그1,하나은행 K리그1 2025,35,2025-03-30,김천,강원,김천 종합,2026,271,주말
221,2025,K리그1,하나은행 K리그1 2025,56,2025-04-09,광주,대구,광주 월드컵,1983,203, 
222,2025,K리그1,하나은행 K리그1 2025,139,2025-07-26,김천,제주,김천 종합,1922,154,주말
223,2025,K리그1,하나은행 K리그1 2025,91,2025-05-27,수원FC,제주,수원 종합,1884,99, 
224,2025,K리그1,하나은행 K리그1 2025,118,2025-06-22,김천,안양,김천 종합,1774,423,주말
225,2025,K리그1,하나은행 K리그1 2025,81,2025-05-17,김천,제주,김천 종합,1771,110,주말
226,2025,K리그1,하나은행 K리그1 2025,134,2025-07-22,광주,김천,광주 월드컵,1710,48, 
227,2025,K리그1,하나은행 K리그1 2025,100,2025-06-01,김천,수원FC,김천 종합,1533,113,주말
228,2025,K리그1,하나은행 K리그1 2025,213,2025-11-08,김천,강원,김천 종합,1405,224,주말
