season,game_id,date,day,stadium,home_team,home_score,away_team,away_score,home_shoot_total,home_shoot_ontarget,away_shoot_total,away_shoot_ontarget,home_corner,away_corner,home_offside,away_offside,home_possession,away_possession,home_foul,away_foul,home_yellow,away_yellow,home_red,away_red
2025,401711,2025-08-16 18:00:00,토,K's 덴키 미토,미토홀리호크,1,주빌로이와타,3,16,2,9,5,2,0,4,1,53,47,20,9,2,1,0,0
2025,401712,2025-08-16 19:00:00,토,ND 소프트 야마가타,야마가타,1,이와키FC,0,13,8,10,5,8,7,3,0,56,44,13,9,4,0,0,0
2025,401713,2025-08-16 19:00:00,토,이신 미 라이프,R야마구치,2,베갈타센다이,2,12,4,10,4,5,6,1,0,49,51,10,18,1,3,0,0
2025,401714,2025-08-17 19:00:00,일,도스 스타디움,사간도스,1,V나가사키,2,15,5,6,6,8,5,2,1,56,44,6,8,1,0,0,0
2025,401715,2025-08-16 18:00:00,토,도야마 레크레이션 파크,카탈레도야마,1,이마바리FC,2,16,9,14,4,11,3,3,2,58,42,8,4,0,1,0,1
2025,401716,2025-08-23 18:00:00,토,소유 스타디움,B아키타,1,이마바리FC,2,7,5,11,4,5,5,4,0,46,54,16,12,1,2,0,0
2025,401717,2025-08-23 19:00:00,토,후지에다 종합운동장,후지에다,4,에히메,1,22,9,8,3,4,3,0,2,50,50,13,12,3,2,0,0
2025,401718,2025-08-23 18:00:00,토,하와이언즈 스타디움 이와키,이와키FC,4,오이타,0,9,5,6,3,8,6,3,2,54,46,6,13,1,1,0,0
2025,401719,2025-08-23 19:30:00,토,야마하,주빌로이와타,2,카탈레도야마,0,15,8,8,2,7,3,1,2,59,41,6,28,1,4,0,0
2025,401720,2025-08-23 18:30:00,토,지트 재활용 잉크 스타디움,반포레고후,1,삿포로,2,11,2,11,4,3,4,3,1,48,52,15,8,2,3,0,0
2025,401721,2025-08-23 19:00:00,토,NACK5 오미야,오미야,1,롯소구마모토,0,19,5,11,3,9,2,1,0,49,51,9,16,2,1,0,0
2025,401722,2025-08-23 19:00:00,토,도스 스타디움,사간도스,2,미토홀리호크,2,17,5,11,5,6,2,1,1,60,40,5,12,2,3,0,0
2025,401723,2025-08-23 19:00:00,토,포카리 스웨트,도쿠시마,1,야마가타,0,11,4,10,3,3,3,0,1,43,57,12,12,2,2,0,0
2025,401724,2025-08-24 19:00:00,일,유르테크 센다이,베갈타센다이,1,제프지바,0,9,4,6,1,3,2,0,5,41,59,15,8,0,1,0,0
2025,401725,2025-08-24 18:00:00,일,트랜스코스모스 스타디움,V나가사키,1,R야마구치,0,14,4,7,0,4,4,0,0,61,39,16,15,2,1,0,0
2025,401726,2025-08-30 19:00:00,토,후쿠다 덴시,제프지바,2,반포레고후,1,17,7,22,9,2,6,5,1,54,46,9,11,0,1,0,0
2025,401727,2025-08-31 19:00:00,일,닌지니어,에히메,1,베갈타센다이,1,8,3,29,5,4,12,2,0,43,57,12,9,1,2,0,0
2025,401728,2025-08-30 14:00:00,토,삿포로 돔,삿포로,1,오미야,0,15,6,18,4,4,2,2,3,51,49,16,17,2,1,0,0
2025,401729,2025-08-30 19:00:00,토,스코어 영역,이마바리FC,0,이와키FC,2,10,1,8,4,2,8,4,7,52,48,15,19,0,1,0,0
2025,401730,2025-08-30 18:00:00,토,K's 덴키 미토,미토홀리호크,2,R야마구치,2,18,6,12,6,5,5,3,2,57,43,14,7,3,0,0,0
2025,401731,2025-08-30 19:00:00,토,ND 소프트 야마가타,야마가타,3,사간도스,2,17,7,12,4,4,3,2,0,45,55,9,8,2,0,0,0
2025,401732,2025-08-31 19:00:00,일,쇼와 덴코 돔 오이타,오이타,0,주빌로이와타,0,8,2,11,1,1,4,1,3,32,68,16,4,6,0,0,0
2025,401733,2025-08-30 19:00:00,토,포카리 스웨트,도쿠시마,1,B아키타,1,9,2,9,1,4,1,0,0,65,35,12,5,1,1,0,0
2025,401734,2025-08-30 19:00:00,토,도야마 레크레이션 파크,카탈레도야마,3,롯소구마모토,1,14,4,16,6,2,6,2,1,51,49,7,6,0,0,0,0
2025,401735,2025-08-31 18:00:00,일,트랜스코스모스 스타디움,V나가사키,2,후지에다,1,16,8,9,4,2,6,1,2,53,47,5,12,1,0,0,0
2025,401736,2025-09-14 19:00:00,일,소유 스타디움,B아키타,3,에히메,2,21,8,13,5,10,6,1,0,41,59,11,11,1,3,0,0
2025,401737,2025-09-13 18:00:00,토,후지에다 종합운동장,후지에다,1,오이타,1,12,1,6,3,7,2,2,1,61,39,14,9,0,2,0,0
2025,401738,2025-09-13 14:00:00,토,삿포로 돔,삿포로,1,이와키FC,5,8,4,25,9,5,5,1,5,50,50,12,15,2,1,2,0
2025,401739,2025-09-13 19:00:00,토,야마하,주빌로이와타,1,이마바리FC,0,10,3,10,4,3,4,5,1,50,50,14,16,2,2,0,0
2025,401740,2025-09-13 18:30:00,토,지트 재활용 잉크 스타디움,반포레고후,2,사간도스,3,6,2,12,3,0,8,1,1,41,59,6,6,0,0,0,0
2025,401741,2025-09-15 19:00:00,월,에가오 겐코 스타디움,롯소구마모토,2,도쿠시마,1,10,6,15,5,5,3,0,1,44,56,15,8,1,2,0,0
2025,401742,2025-09-14 19:00:00,일,ND 소프트 야마가타,야마가타,3,카탈레도야마,0,13,5,20,3,4,8,4,0,49,51,8,8,0,0,0,0
2025,401743,2025-09-13 19:00:00,토,NACK5 오미야,오미야,1,V나가사키,2,17,5,11,3,13,3,1,0,50,50,18,9,2,2,0,0
2025,401744,2025-09-14 19:00:00,일,이신 미 라이프,R야마구치,2,제프지바,1,17,5,7,1,9,1,0,2,57,43,16,9,1,0,0,0
2025,401745,2025-09-13 18:00:00,토,유르테크 센다이,베갈타센다이,1,미토홀리호크,1,17,6,10,2,1,4,1,1,58,42,12,14,1,2,0,0
2025,401746,2025-09-20 19:00:00,토,닌지니어,에히메,0,제프지바,1,7,1,25,7,3,5,1,2,56,44,11,5,2,2,0,0
2025,401747,2025-09-20 13:55:00,토,후지에다 종합운동장,후지에다,2,주빌로이와타,1,16,5,12,5,6,1,2,0,45,55,15,13,4,1,0,0
2025,401748,2025-09-20 18:00:00,토,하와이언즈 스타디움 이와키,이와키FC,0,미토홀리호크,0,16,2,9,1,3,2,2,4,48,52,17,13,2,1,0,0
2025,401749,2025-09-20 18:30:00,토,지트 재활용 잉크 스타디움,반포레고후,1,B아키타,1,14,5,5,4,4,3,1,1,57,43,10,11,1,1,0,0
2025,401750,2025-09-20 19:00:00,토,쇼와 덴코 돔 오이타,오이타,1,R야마구치,0,14,5,13,1,5,4,2,3,36,64,14,6,4,3,0,0
2025,401751,2025-09-20 19:00:00,토,NACK5 오미야,오미야,2,이마바리FC,3,7,3,18,7,1,9,3,3,47,53,14,17,1,1,0,0
2025,401752,2025-09-20 19:00:00,토,도스 스타디움,사간도스,4,롯소구마모토,2,16,8,12,2,4,4,1,2,42,58,8,4,2,1,0,0
2025,401753,2025-09-20 19:00:00,토,포카리 스웨트,도쿠시마,1,삿포로,2,7,1,16,8,4,2,5,2,49,51,27,11,2,0,0,0
2025,401754,2025-09-20 18:00:00,토,유르테크 센다이,베갈타센다이,3,야마가타,1,17,4,6,1,8,4,2,2,54,46,12,8,1,2,0,0
2025,401755,2025-09-20 18:00:00,토,트랜스코스모스 스타디움,V나가사키,1,카탈레도야마,1,13,0,8,2,9,4,2,2,61,39,6,12,1,1,0,0
2025,401756,2025-09-28 13:00:00,일,소유 스타디움,B아키타,0,V나가사키,0,12,2,16,4,3,9,3,1,38,62,16,11,4,1,0,0
2025,401757,2025-09-27 18:00:00,토,후쿠다 덴시,제프지바,2,롯소구마모토,2,32,18,10,3,8,8,1,2,47,53,11,12,1,2,0,0
2025,401758,2025-09-27 14:00:00,토,삿포로 돔,삿포로,0,베갈타센다이,3,5,1,13,4,10,4,1,4,51,49,12,15,3,2,0,0
2025,401759,2025-09-27 19:00:00,토,스코어 영역,이마바리FC,1,사간도스,1,18,3,9,3,3,8,1,6,42,58,11,14,0,2,0,0
2025,401760,2025-09-27 18:00:00,토,하와이언즈 스타디움 이와키,이와키FC,2,반포레고후,3,24,6,12,5,7,4,1,1,51,49,19,10,2,2,0,0
2025,401761,2025-09-27 19:00:00,토,야마하,주빌로이와타,3,오미야,4,15,5,26,9,3,7,1,0,50,50,16,15,3,1,0,0
2025,401762,2025-09-28 14:00:00,일,K's 덴키 미토,미토홀리호크,2,후지에다,0,10,4,10,1,4,3,1,1,46,54,10,19,2,2,0,0
2025,401763,2025-09-27 18:00:00,토,ND 소프트 야마가타,야마가타,2,R야마구치,1,16,6,13,4,8,4,2,2,58,42,12,15,3,0,0,0
2025,401764,2025-09-27 19:00:00,토,쇼와 덴코 돔 오이타,오이타,0,에히메,3,13,3,13,8,2,3,4,4,50,50,12,8,1,1,0,0
2025,401765,2025-09-28 15:00:00,일,도야마 레크레이션 파크,카탈레도야마,1,도쿠시마,3,13,6,12,7,3,2,2,0,49,51,15,13,2,2,0,0
2025,401766,2025-10-05 14:00:00,일,소유 스타디움,B아키타,0,오이타,0,9,3,12,1,4,12,2,2,47,53,13,9,1,0,0,0
2025,401767,2025-10-04 14:00:00,토,후쿠다 덴시,제프지바,0,V나가사키,2,21,4,10,4,10,1,5,0,50,50,6,8,1,2,0,0
2025,401768,2025-10-05 16:00:00,일,닌지니어,에히메,1,미토홀리호크,3,14,3,16,3,5,7,2,0,47,53,3,8,1,1,0,0
2025,401769,2025-10-04 14:00:00,토,후지에다 종합운동장,후지에다,0,카탈레도야마,1,9,1,5,1,5,4,2,3,53,47,16,7,1,0,0,0
2025,401770,2025-10-04 14:00:00,토,삿포로 돔,삿포로,1,야마가타,2,13,2,16,9,1,3,1,4,56,44,14,11,1,2,0,0
2025,401771,2025-10-04 16:00:00,토,지트 재활용 잉크 스타디움,반포레고후,0,주빌로이와타,1,12,1,15,6,1,4,1,4,45,55,11,9,1,3,0,0
2025,401772,2025-10-05 15:00:00,일,에가오 겐코 스타디움,롯소구마모토,0,이와키FC,2,9,2,16,5,6,4,2,2,57,43,11,13,3,1,0,0
2025,401773,2025-10-05 14:00:00,일,이신 미 라이프,R야마구치,1,사간도스,2,13,5,7,4,3,2,1,2,49,51,12,11,3,0,0,0
2025,401774,2025-10-05 14:00:00,일,포카리 스웨트,도쿠시마,1,이마바리FC,0,6,1,13,3,3,4,0,2,53,47,27,22,2,3,0,0
2025,401775,2025-10-04 15:00:00,토,유르테크 센다이,베갈타센다이,1,오미야,2,9,4,13,7,8,4,0,2,51,49,17,10,3,2,1,0
2025,401776,2025-10-19 13:00:00,일,스코어 영역,이마바리FC,1,R야마구치,1,8,3,13,3,4,4,2,5,48,52,14,14,2,1,0,0
2025,401777,2025-10-18 14:00:00,토,하와이언즈 스타디움 이와키,이와키FC,2,에히메,1,25,7,8,4,10,3,1,3,52,48,12,7,1,0,0,0
2025,401778,2025-10-18 17:00:00,토,야마하,주빌로이와타,0,도쿠시마,4,8,3,17,6,3,4,0,1,49,51,14,19,1,3,0,0
2025,401779,2025-10-19 16:00:00,일,K's 덴키 미토,미토홀리호크,0,제프지바,1,12,2,15,2,3,3,1,2,58,42,20,13,0,1,0,0
2025,401780,2025-10-19 14:00:00,일,ND 소프트 야마가타,야마가타,1,롯소구마모토,1,9,4,14,8,8,7,0,1,50,50,10,13,0,2,0,0
2025,401781,2025-10-19 14:00:00,일,쇼와 덴코 돔 오이타,오이타,0,베갈타센다이,0,7,1,14,3,2,6,0,2,35,65,7,7,0,0,1,0
2025,401782,2025-10-18 14:00:00,토,NACK5 오미야,오미야,1,후지에다,0,11,2,6,0,4,8,0,3,49,51,14,18,0,2,0,0
2025,401783,2025-10-18 14:00:00,토,도스 스타디움,사간도스,1,B아키타,0,12,3,7,3,4,0,0,1,57,43,4,17,2,2,0,0
2025,401784,2025-10-19 12:55:00,일,도야마 레크레이션 파크,카탈레도야마,0,삿포로,2,14,3,8,3,5,2,4,1,58,42,12,15,1,2,0,0
2025,401785,2025-10-18 17:00:00,토,트랜스코스모스 스타디움,V나가사키,4,반포레고후,0,19,7,9,1,7,2,2,1,61,39,11,15,0,1,0,0
2025,401786,2025-10-26 14:00:00,일,소유 스타디움,B아키타,0,제프지바,0,6,1,13,3,3,5,2,3,38,62,14,16,2,2,1,0
2025,401787,2025-10-26 16:00:00,일,닌지니어,에히메,1,주빌로이와타,3,12,3,7,3,8,7,1,2,54,46,11,17,0,1,0,0
2025,401788,2025-10-25 14:00:00,토,후지에다 종합운동장,후지에다,1,반포레고후,1,11,5,5,3,6,2,2,2,57,43,18,4,2,1,0,0
2025,401789,2025-10-26 13:00:00,일,삿포로 돔,삿포로,0,미토홀리호크,1,9,1,5,3,9,1,0,3,63,37,6,7,1,0,0,0
2025,401790,2025-10-26 14:00:00,일,에가오 겐코 스타디움,롯소구마모토,0,오이타,1,9,3,8,1,9,3,2,1,56,44,11,8,1,1,0,0
2025,401791,2025-10-26 13:00:00,일,ND 소프트 야마가타,야마가타,2,오미야,2,9,4,10,4,8,6,5,3,44,56,16,9,3,0,0,0
2025,401792,2025-10-26 14:00:00,일,이신 미 라이프,R야마구치,1,카탈레도야마,0,8,4,6,1,4,4,1,0,48,52,14,12,2,1,0,0
2025,401793,2025-10-26 13:05:00,일,포카리 스웨트,도쿠시마,0,이와키FC,1,7,1,10,4,9,3,3,1,56,44,8,12,2,1,0,0
2025,401794,2025-10-26 14:00:00,일,유르테크 센다이,베갈타센다이,3,사간도스,2,17,8,14,6,5,6,1,3,48,52,12,8,0,2,1,0
2025,401795,2025-10-25 17:00:00,토,트랜스코스모스 스타디움,V나가사키,1,이마바리FC,1,5,3,17,6,3,7,3,3,46,54,13,15,1,1,0,0
2025,401796,2025-11-02 14:00:00,일,후쿠다 덴시,제프지바,5,삿포로,2,15,8,17,5,2,4,3,2,47,53,11,11,2,2,0,0
2025,401797,2025-11-02 14:00:00,일,스코어 영역,이마바리FC,3,베갈타센다이,2,16,9,16,3,3,10,1,0,43,57,18,15,3,1,0,0
2025,401798,2025-11-02 14:00:00,일,하와이언즈 스타디움 이와키,이와키FC,3,후지에다,1,15,7,12,3,2,5,3,0,44,56,14,16,0,2,0,0
2025,401799,2025-11-02 14:00:00,일,야마하,주빌로이와타,1,V나가사키,0,11,2,13,5,4,6,2,1,39,61,18,15,1,2,0,0
2025,401800,2025-11-02 14:00:00,일,지트 재활용 잉크 스타디움,반포레고후,0,미토홀리호크,1,12,4,7,2,4,1,0,1,42,58,10,7,2,1,0,0
2025,401801,2025-11-02 14:00:00,일,에가오 겐코 스타디움,롯소구마모토,0,R야마구치,1,8,0,16,5,3,7,0,1,51,49,15,11,1,1,0,0
2025,401802,2025-11-02 14:30:00,일,쇼와 덴코 돔 오이타,오이타,1,야마가타,2,7,2,5,3,6,1,0,3,56,44,15,12,0,4,0,0
2025,401803,2025-11-02 14:00:00,일,NACK5 오미야,오미야,5,B아키타,0,19,7,5,1,7,4,2,0,60,40,14,13,1,0,0,1
2025,401804,2025-11-02 14:00:00,일,도스 스타디움,사간도스,0,도쿠시마,0,6,1,16,4,1,9,1,1,46,54,10,20,2,3,0,0
2025,401805,2025-11-02 14:00:00,일,도야마 레크레이션 파크,카탈레도야마,1,에히메,1,15,4,7,3,6,3,3,4,63,37,10,12,2,2,0,0
2025,401806,2025-11-09 14:00:00,일,소유 스타디움,B아키타,2,이와키FC,0,8,5,10,3,4,5,3,0,46,54,1,19,1,4,0,1
2025,401807,2025-11-09 14:00:00,일,후쿠다 덴시,제프지바,1,후지에다,1,21,7,7,3,8,2,2,2,66,34,7,15,1,3,0,0
2025,401808,2025-11-08 14:30:00,토,닌지니어,에히메,0,V나가사키,4,15,10,9,5,3,7,3,0,59,41,8,3,1,0,0,0
2025,401809,2025-11-08 14:00:00,토,삿포로 돔,삿포로,3,오이타,1,8,3,2,2,3,3,1,1,58,42,8,11,1,2,0,0
2025,401810,2025-11-09 14:00:00,일,K's 덴키 미토,미토홀리호크,0,오미야,2,10,3,8,3,3,6,1,0,42,58,14,11,1,3,0,0
2025,401811,2025-11-09 14:00:00,일,ND 소프트 야마가타,야마가타,2,이마바리FC,1,6,3,28,12,2,3,5,1,49,51,9,11,2,2,0,1
2025,401812,2025-11-09 14:00:00,일,이신 미 라이프,R야마구치,1,주빌로이와타,2,11,3,9,1,8,3,3,1,45,55,15,14,1,2,0,0
2025,401813,2025-11-09 14:00:00,일,포카리 스웨트,도쿠시마,4,반포레고후,1,23,18,10,2,5,3,4,2,65,35,13,8,1,1,0,0
2025,401814,2025-11-09 13:00:00,일,도야마 레크레이션 파크,카탈레도야마,3,사간도스,1,10,5,9,2,7,6,4,2,42,58,4,0,1,1,0,0
2025,401815,2025-11-09 13:00:00,일,유르테크 센다이,베갈타센다이,2,롯소구마모토,0,11,4,13,5,4,5,2,2,38,62,6,16,2,1,0,0
2025,401816,2025-11-23 14:00:00,일,소유 스타디움,B아키타,0,베갈타센다이,0,7,3,16,4,3,9,3,1,42,58,7,9,1,1,0,0
2025,401817,2025-11-23 16:00:00,일,닌지니어,에히메,1,롯소구마모토,1,10,3,11,4,4,5,1,1,50,50,11,13,1,2,0,0
2025,401818,2025-11-23 14:00:00,일,후지에다 종합운동장,후지에다,0,사간도스,0,12,3,16,6,3,8,0,1,34,66,15,8,2,0,0,0
2025,401819,2025-11-23 14:00:00,일,스코어 영역,이마바리FC,1,삿포로,1,16,8,12,4,6,7,0,2,52,48,14,12,1,1,0,0
2025,401820,2025-11-23 14:00:00,일,하와이언즈 스타디움 이와키,이와키FC,0,R야마구치,0,7,1,4,2,3,3,1,2,48,52,14,13,2,1,0,0
2025,401821,2025-11-23 14:00:00,일,야마하,주빌로이와타,2,야마가타,2,22,5,19,8,5,4,2,3,55,45,12,17,0,1,0,0
2025,401822,2025-11-23 14:00:00,일,지트 재활용 잉크 스타디움,반포레고후,0,카탈레도야마,1,7,3,20,8,2,10,1,4,40,60,15,6,1,1,0,0
2025,401823,2025-11-23 13:00:00,일,쇼와 덴코 돔 오이타,오이타,0,제프지바,1,8,1,17,5,4,3,1,2,49,51,10,8,2,1,0,0
2025,401824,2025-11-23 14:00:00,일,NACK5 오미야,오미야,1,도쿠시마,2,19,6,10,4,8,4,0,0,60,40,15,23,3,4,0,0
2025,401825,2025-11-23 13:05:00,일,트랜스코스모스 스타디움,V나가사키,2,미토홀리호크,1,6,4,15,6,1,6,2,1,47,53,6,15,1,0,0,1
2025,401826,2025-11-29 14:00:00,토,후쿠다 덴시,제프지바,5,이마바리FC,0,17,6,18,5,4,5,6,0,44,56,9,15,0,2,0,0
2025,401827,2025-11-29 14:00:00,토,삿포로 돔,삿포로,3,에히메,0,17,9,8,3,11,1,1,2,51,49,16,10,0,1,0,0
2025,401828,2025-11-29 14:00:00,토,에가오 겐코 스타디움,롯소구마모토,0,반포레고후,0,16,4,10,2,3,4,3,0,53,47,10,10,2,0,0,0
2025,401829,2025-11-29 14:00:00,토,K's 덴키 미토,미토홀리호크,2,오이타,0,13,8,4,0,5,3,3,0,49,51,9,14,0,0,0,0
2025,401830,2025-11-29 14:00:00,토,ND 소프트 야마가타,야마가타,2,후지에다,1,19,11,10,3,7,7,1,0,46,54,9,11,0,2,0,0
2025,401831,2025-11-29 14:00:00,토,이신 미 라이프,R야마구치,3,오미야,2,13,6,12,4,3,6,1,0,49,51,15,15,2,0,1,0
2025,401832,2025-11-29 14:00:00,토,도스 스타디움,사간도스,1,주빌로이와타,2,19,7,12,6,9,9,1,4,59,41,9,13,2,2,0,0
2025,401833,2025-11-29 14:00:00,토,포카리 스웨트,도쿠시마,1,V나가사키,1,17,3,5,2,8,4,1,0,60,40,13,12,3,3,0,0
2025,401834,2025-11-29 14:00:00,토,도야마 레크레이션 파크,카탈레도야마,4,B아키타,1,26,8,7,1,9,0,1,0,65,35,12,15,3,2,0,0
2025,401835,2025-11-29 14:00:00,토,유르테크 센다이,베갈타센다이,0,이와키FC,1,22,5,15,7,4,2,2,2,55,45,9,19,2,1,0,0
