Meet_Year,LEAGUE_NAME,Round,Game_id,Game_Datetime,Day,HomeTeam,AwayTeam,HomeRank,AwayRank,Field_Name,Audience_Qty,Weather,Temperature,Humidity
2023,K리그1,3,18,2023-03-12 16:30:00,일,인천,제주,9,8,인천 축구 전용경기장,6007,흐림,5.5,83
2023,K리그1,4,19,2023-03-18 14:00:00,토,포항,강원,2,12,포항 스틸야드,7514,맑음,13.0,40
2023,K리그1,4,20,2023-03-18 14:00:00,토,광주,인천,8,5,광주 축구 전용경기장,2812,맑음,15.0,26
2023,K리그1,4,21,2023-03-18 16:30:00,토,제주,서울,10,3,제주 월드컵 경기장,7078,맑음,13.0,42
2023,K리그1,4,22,2023-03-19 14:00:00,일,대구,전북,9,7,DGB대구은행파크,12253,맑음,14.0,22
2023,K리그1,4,23,2023-03-19 14:00:00,일,수원,대전,12,5,수원 월드컵 경기장,10442,맑음,11.9,46
2023,K리그1,4,24,2023-03-19 16:30:00,일,울산,수원FC,2,8,울산 문수 축구경기장,15230,맑음,15.6,28
2023,K리그1,5,25,2023-04-01 14:00:00,토,전북,포항,8,4,전주 월드컵 경기장,12767,맑음,23.0,21
2023,K리그1,5,26,2023-04-01 16:30:00,토,인천,대구,7,6,인천 축구 전용경기장,8250,맑음,22.0,30
2023,K리그1,5,27,2023-04-01 16:30:00,토,광주,수원FC,5,9,광주 축구 전용경기장,4535,맑음,24.0,10
2023,K리그1,5,28,2023-04-01 19:00:00,토,대전,서울,3,2,대전 월드컵 경기장,15793,맑음,24.6,12
2023,K리그1,5,29,2023-04-02 14:00:00,일,제주,울산,10,1,제주 월드컵 경기장,7140,맑음,20.7,34
2023,K리그1,5,30,2023-04-02 16:30:00,일,수원,강원,12,11,수원 월드컵 경기장,7428,맑음,23.2,14
2023,K리그1,6,31,2023-04-08 14:00:00,토,울산,수원,1,11,울산 문수 축구경기장,15181,맑음,13.0,19
2023,K리그1,6,32,2023-04-08 16:30:00,토,서울,대구,4,6,서울 월드컵 경기장,45007,맑음,14.6,31
2023,K리그1,6,33,2023-04-08 19:00:00,토,포항,광주,3,5,포항 스틸야드,7062,맑음,13.0,11
2023,K리그1,6,34,2023-04-09 16:30:00,일,전북,인천,8,7,전주 월드컵 경기장,8697,맑음,17.0,27
2023,K리그1,6,35,2023-04-09 19:00:00,일,강원,제주,10,12,춘천 송암 스포츠타운,2581,맑음,17.0,24
2023,K리그1,6,36,2023-04-09 15:00:00,일,수원FC,대전,9,4,수원 종합 운동장,4421,맑음,16.8,38
2023,K리그1,7,37,2023-04-15 14:00:00,토,수원,제주,12,10,수원 월드컵 경기장,5190,비,13.1,92
2023,K리그1,7,38,2023-04-15 16:30:00,토,포항,서울,2,3,포항 스틸야드,9131,비,13.0,91
2023,K리그1,7,39,2023-04-15 19:00:00,토,수원FC,전북,6,7,수원 종합 운동장,9221,맑음,13.5,79
