Meet_Year,LEAGUE_NAME,Round,Game_Datetime,Day,HomeTeam,AwayTeam,HomeDistance,AwayDistance,HomeSprint,AwaySprint,Audience_Qty,Weather,Temperature,Humidity
2025,J리그1,23,2025-07-05 19:01:00,일,岡山,広島,110.51,106.261,153,124,15451,맑음,31.2,66
2025,J리그1,23,2025-07-05 19:03:00,일,川崎Ｆ,鹿島,107.824,110.626,132,138,23675,흐림 후 비,30,69
2025,J리그1,23,2025-07-05 19:03:00,일,横浜FC,横浜FM,109.629,110.517,125,104,14057,晴のち曇のち雨,29.4,70
2025,J리그1,23,2025-07-05 19:03:00,일,名古屋,東京Ｖ,112.488,115.655,89,76,34095,맑음,31.9,48
2025,J리그1,23,2025-07-05 19:03:00,일,京都,新潟,118.284,112.443,134,111,14633,흐림,30.2,68
2025,J리그1,23,2025-07-05 19:03:00,일,Ｃ大阪,Ｇ大阪,110.081,107.73,106,94,22365,맑음,32.2,54
2025,J리그1,23,2025-07-05 19:03:00,일,神戸,湘南,113.314,108.862,101,113,20941,맑음,28.5,82
2025,J리그1,24,2025-07-19 19:03:00,일,FC東京,浦和,116.18,115.385,137,114,35687,맑음,28.8,46
2025,J리그1,24,2025-07-19 19:03:00,일,湘南,Ｃ大阪,124.669,121.711,127,121,11213,흐림,27.6,80
2025,J리그1,24,2025-07-20 18:03:00,일,鹿島,柏,116.276,114.496,102,122,33400,맑음,28.1,82
2025,J리그1,24,2025-07-20 18:03:00,일,東京Ｖ,町田,116.293,115.853,88,68,22217,맑음,29.6,72
2025,J리그1,24,2025-07-20 18:33:00,일,清水,横浜FC,104.325,100.677,89,105,18012,맑음,28.2,68
2025,J리그1,24,2025-07-20 19:03:00,일,横浜FM,名古屋,109.833,105.929,112,114,32113,맑음,28.2,61
2025,J리그1,24,2025-07-20 19:03:00,일,新潟,広島,115.347,111.778,101,106,22178,맑음,28.5,71
2025,J리그1,24,2025-07-20 19:03:00,일,Ｇ大阪,川崎Ｆ,106.012,106.084,99,107,31898,맑음,29.6,84
2025,J리그1,24,2025-07-20 19:03:00,일,岡山,神戸,111.939,111.485,108,101,15153,맑음,28.9,80
2025,J리그1,24,2025-07-21 18:03:00,일,福岡,京都,106.644,107.45,107,101,9943,맑음,31.5,57
2025,J리그1,21,2025-07-23 19:33:00,일,浦和,湘南,109.176,108.686,118,99,26977,맑음,29.9,63
2025,J리그1,25,2025-08-09 18:03:00,일,東京Ｖ,横浜FM,117.925,109.203,146,110,26902,맑음,28.7,70
2025,J리그1,23,2025-07-27 19:03:00,일,浦和,福岡,111.568,115.152,102,105,33850,맑음,29.7,68
2025,J리그1,25,2025-08-09 18:03:00,일,横浜FC,浦和,107.308,112.447,124,131,13048,맑음,27,71
2025,J리그1,25,2025-08-09 19:03:00,일,川崎Ｆ,福岡,95.268,111.702,84,66,22062,맑음,29.6,75
2025,J리그1,25,2025-08-10 18:36:00,일,広島,清水,104.242,105.357,109,108,23969,비,26.4,90
2025,J리그1,25,2025-08-10 19:03:00,일,柏,湘南,110.802,113.274,123,91,14048,비,27.1,90
2025,J리그1,25,2025-08-10 19:03:00,일,FC東京,鹿島,112.236,112.026,138,141,40939,비,26.5,51
2025,J리그1,25,2025-08-10 19:05:00,일,町田,神戸,115.252,113.888,110,92,12619,비,24.8,90
2025,J리그1,25,2025-08-10 19:04:00,일,名古屋,京都,104.026,106.845,121,128,39896,흐림 후 비,28.2,83
2025,J리그1,25,2025-08-10 19:03:00,일,Ｇ大阪,岡山,106.028,116.059,73,87,35245,비,27.8,90
2025,J리그1,25,2025-08-11 19:03:00,일,Ｃ大阪,新潟,112.755,110.407,100,75,18674,비 후 흐림 때때로 비,29.5,73
2025,J리그1,26,2025-08-16 18:03:00,일,鹿島,福岡,111.348,114.185,124,110,30672,맑음,27.6,89
2025,J리그1,26,2025-08-16 18:33:00,일,清水,横浜FM,112.233,118.688,117,106,18198,비,25.9,77
2025,J리그1,26,2025-08-16 19:03:00,일,浦和,名古屋,111.246,112.473,133,132,45652,맑음,28.3,88
2025,J리그1,26,2025-08-16 19:03:00,일,町田,Ｃ大阪,119.082,117.109,110,96,11971,맑음,27.9,87
2025,J리그1,26,2025-08-16 19:03:00,일,湘南,FC東京,113.129,110.684,121,114,12608,흐림,27.9,80
2025,J리그1,26,2025-08-16 19:03:00,일,新潟,川崎Ｆ,115.118,110.787,113,116,26493,맑음,28.6,81
2025,J리그1,26,2025-08-16 19:04:00,일,京都,東京Ｖ,116.602,111.275,117,93,18300,비,27.7,88
2025,J리그1,26,2025-08-16 19:03:00,일,神戸,横浜FC,110.492,107.711,99,108,23166,맑음,28,90
2025,J리그1,26,2025-08-16 19:03:00,일,広島,Ｇ大阪,102.779,99.108,100,77,25925,맑음,31.1,81
2025,J리그1,26,2025-08-17 19:30:00,일,岡山,柏,125.909,116.232,123,120,15421,맑음,27.2,84
2025,J리그1,30,2025-08-20 19:03:00,일,町田,Ｇ大阪,120.819,113.155,130,121,10108,맑음,27.7,76
2025,J리그1,30,2025-08-20 19:03:00,일,広島,神戸,99.061,110.264,93,100,24847,맑음,30.2,73
2025,J리그1,27,2025-08-22 19:03:00,일,柏,浦和,116.536,115.581,133,125,13922,맑음,29.8,64
2025,J리그1,27,2025-08-23 19:03:00,일,東京Ｖ,広島,115.714,111.262,94,95,17480,맑음,31.9,66
2025,J리그1,27,2025-08-23 19:03:00,일,新潟,鹿島,111.272,109.054,87,101,26100,맑음,29.2,87
2025,J리그1,27,2025-08-23 18:03:00,일,福岡,清水,108.168,103.859,85,94,11434,흐림 때때로 비,29.8,73
2025,J리그1,27,2025-08-23 19:04:00,일,名古屋,川崎Ｆ,110.662,112.625,114,94,40055,맑음,29.2,66
2025,J리그1,27,2025-08-23 19:03:00,일,Ｇ大阪,横浜FC,103.586,104.389,84,89,27994,맑음,30.9,84
2025,J리그1,27,2025-08-23 19:03:00,일,Ｃ大阪,神戸,110.813,111.722,113,115,21578,흐림,31.1,67
2025,J리그1,27,2025-08-23 19:03:00,일,岡山,湘南,108.343,107.328,101,110,14256,흐림,31.6,55
2025,J리그1,27,2025-08-23 19:33:00,일,横浜FM,町田,113.089,110.23,112,90,32188,맑음,30.4,54
2025,J리그1,27,2025-08-24 19:04:00,일,FC東京,京都,106.747,112.665,136,124,27591,맑음,31.9,51
2025,J리그1,28,2025-08-30 18:03:00,일,横浜FC,東京Ｖ,110.76,115.256,107,130,10512,맑음,30.2,59
2025,J리그1,28,2025-08-30 19:03:00,일,京都,岡山,117.008,112.499,122,121,20030,맑음,30.6,67
2025,J리그1,28,2025-08-31 18:33:00,일,清水,鹿島,104.946,106.56,95,88,17936,맑음,28.8,65
2025,J리그1,28,2025-08-30 19:03:00,일,神戸,横浜FM,113.426,111.067,135,107,23198,맑음,29.9,60
2025,J리그1,28,2025-08-31 19:03:00,일,浦和,新潟,111.648,115.963,117,85,30968,맑음,31,57
2025,J리그1,28,2025-08-31 19:03:00,일,柏,福岡,115.114,116.65,115,109,13995,맑음,30.4,59
2025,J리그1,28,2025-08-31 19:03:00,일,湘南,Ｇ大阪,114.457,112.093,122,116,13200,맑음,28.2,90
2025,J리그1,28,2025-08-31 19:04:00,일,川崎Ｆ,町田,113.257,113.068,86,102,22270,맑음,30.7,74
2025,J리그1,28,2025-08-31 19:03:00,일,名古屋,FC東京,110.998,109.335,119,140,39815,맑음,30.3,53
2025,J리그1,28,2025-08-31 19:03:00,일,Ｃ大阪,広島,115.594,109.301,116,137,19899,맑음,32.1,60
2025,J리그1,29,2025-09-12 19:05:00,일,町田,横浜FC,108.398,106.737,84,99,7035,비,24.6,90
2025,J리그1,29,2025-09-12 19:03:00,일,神戸,柏,118.057,115.274,94,112,15051,흐림,28.3,74
2025,J리그1,29,2025-09-12 19:03:00,일,広島,京都,106.759,112.086,121,133,25369,흐림,28.4,78
2025,J리그1,29,2025-09-13 18:04:00,일,福岡,Ｃ大阪,115.368,116.863,110,127,9643,비 때때로 흐림,28.5,81
2025,J리그1,29,2025-09-13 19:01:00,일,岡山,名古屋,111.052,107.606,107,105,14735,흐림,29.5,65
2025,J리그1,29,2025-09-13 19:03:00,일,鹿島,湘南,117.078,115.902,102,95,23121,흐림 일시 비,26.2,90
2025,J리그1,29,2025-09-13 19:03:00,일,横浜FM,川崎Ｆ,105.782,107.144,133,117,41221,흐림,26.9,69
2025,J리그1,29,2025-09-13 19:05:00,일,新潟,清水,118.703,114.923,109,89,24557,흐림,26.9,87
2025,J리그1,29,2025-09-13 19:04:00,일,Ｇ大阪,浦和,107.437,108.851,107,100,31998,맑음,28.2,90
2025,J리그1,29,2025-09-15 19:04:00,일,FC東京,東京Ｖ,108.25,109.482,119,105,37424,흐림,29.3,57
2025,J리그1,30,2025-09-20 17:03:00,일,名古屋,湘南,116.903,121.1,104,111,29550,흐림,25.4,71
2025,J리그1,30,2025-09-20 18:03:00,일,東京Ｖ,岡山,114.117,111.35,128,108,13516,비 후 흐림,26.2,90
2025,J리그1,30,2025-09-20 18:03:00,일,横浜FC,新潟,101.341,104.237,101,92,9462,흐림,25.1,80
2025,J리그1,30,2025-09-20 18:33:00,일,Ｃ大阪,柏,119.339,120.119,115,123,18938,맑음,30.2,60
2025,J리그1,30,2025-09-20 19:04:00,일,浦和,鹿島,111.419,112.362,128,135,53301,흐림,22.8,90
2025,J리그1,30,2025-09-20 19:04:00,일,川崎Ｆ,FC東京,109.688,113.269,103,140,22338,흐림,26.2,88
2025,J리그1,30,2025-09-20 19:03:00,일,横浜FM,福岡,115.736,116.581,116,81,21840,흐림,25.3,74
2025,J리그1,30,2025-09-20 19:03:00,일,京都,清水,116.018,109.886,115,98,19056,흐림,27,86
2025,J리그1,31,2025-09-23 14:03:00,일,新潟,名古屋,110.437,112.954,97,105,19673,맑음,26.5,47
2025,J리그1,31,2025-09-23 18:03:00,일,鹿島,Ｃ大阪,121.337,119.888,140,131,25752,맑음,22.5,73
2025,J리그1,31,2025-09-23 18:03:00,일,FC東京,福岡,116.435,113.771,124,111,24412,맑음,24.3,38
2025,J리그1,31,2025-09-23 18:03:00,일,清水,浦和,113.188,118.521,119,142,17202,맑음,23.9,42
2025,J리그1,31,2025-09-23 18:03:00,일,岡山,横浜FC,103.709,94.838,146,109,13537,비,20.5,90
2025,J리그1,31,2025-09-23 19:03:00,일,柏,広島,116.698,112.296,155,139,13552,맑음,21.1,73
2025,J리그1,31,2025-09-23 19:03:00,일,湘南,川崎Ｆ,115.569,110.631,116,117,12769,흐림,23.4,56
2025,J리그1,31,2025-09-23 19:03:00,일,京都,町田,125.139,118.563,166,150,18964,흐림,24.8,64
2025,J리그1,31,2025-09-23 19:03:00,일,Ｇ大阪,横浜FM,107.914,113.422,121,117,27934,흐림 후 비,25.8,80
2025,J리그1,31,2025-09-23 19:03:00,일,神戸,東京Ｖ,116.078,114.33,134,135,17132,흐림,25.9,51
2025,J리그1,32,2025-09-27 16:03:00,일,町田,岡山,114.729,115.155,102,127,10113,맑음,26.4,50
2025,J리그1,32,2025-09-27 17:03:00,일,名古屋,鹿島,106.718,110.773,106,113,34648,맑음,26.8,63
2025,J리그1,32,2025-09-27 17:03:00,일,Ｇ大阪,新潟,108.733,112.999,108,78,26768,맑음,25.1,75
2025,J리그1,32,2025-09-27 18:03:00,일,東京Ｖ,浦和,119.641,115.243,134,114,24643,맑음,26.6,49
2025,J리그1,32,2025-09-27 18:03:00,일,福岡,広島,117.871,113.58,110,114,11472,흐림,26.8,67
2025,J리그1,32,2025-09-27 19:03:00,일,神戸,清水,113.36,107.618,119,118,18914,맑음,24.8,39
2025,J리그1,32,2025-09-28 17:03:00,일,横浜FC,湘南,110.195,112.912,95,105,12751,흐림,25.8,61
2025,J리그1,32,2025-09-28 18:04:00,일,FC東京,横浜FM,111.672,117.038,121,110,33460,맑음,26.5,54
2025,J리그1,32,2025-09-28 18:33:00,일,Ｃ大阪,京都,112.048,114.57,148,170,21935,비 후 흐림,26.4,69
2025,J리그1,32,2025-09-28 19:03:00,일,川崎Ｆ,柏,115.091,118.387,125,135,21652,맑음,26.5,73
2025,J리그1,33,2025-10-03 19:03:00,일,湘南,東京Ｖ,123.061,122.27,145,154,11460,흐림,23.4,62
2025,J리그1,33,2025-10-04 13:03:00,일,清水,FC東京,113.665,115.965,126,122,17099,흐림,26.2,55
2025,J리그1,33,2025-10-04 13:33:00,일,名古屋,Ｃ大阪,117.911,120.467,136,110,33496,비 후 흐림,21.3,90
2025,J리그1,33,2025-10-04 14:03:00,일,新潟,岡山,113.003,115.377,102,120,19567,흐림,27.3,53
2025,J리그1,33,2025-10-04 16:03:00,일,広島,町田,108.397,109.474,114,115,25877,흐림 일시 비,24.8,84
2025,J리그1,33,2025-10-04 16:33:00,일,福岡,横浜FC,103.983,96.627,85,92,9076,비 후 흐림,25.5,90
2025,J리그1,33,2025-10-04 17:03:00,일,浦和,神戸,110.023,111.243,131,123,38062,흐림 후 비,21.2,90
2025,J리그1,33,2025-10-04 19:03:00,일,京都,川崎Ｆ,114.107,104.713,144,127,19265,흐림,22.4,86
2025,J리그1,33,2025-10-04 17:33:00,일,柏,横浜FM,119.453,119.99,117,124,13884,흐림,21.9,90
2025,J리그1,33,2025-10-05 15:03:00,일,鹿島,Ｇ大阪,109,106.296,89,90,32407,맑음,27.5,80
2025,J리그1,34,2025-10-17 19:03:00,일,神戸,鹿島,110.251,106.132,116,128,25806,맑음,24.9,57
2025,J리그1,34,2025-10-17 19:03:00,일,広島,FC東京,107.095,110.795,129,131,25728,맑음,24.7,55
2025,J리그1,34,2025-10-18 14:03:00,일,東京Ｖ,新潟,118.504,114.234,114,104,17497,맑음 후 흐림,25.7,67
2025,J리그1,34,2025-10-18 14:03:00,일,町田,福岡,112.086,115.989,96,101,9680,흐림 때때로 비,24.1,75
2025,J리그1,34,2025-10-18 14:03:00,일,川崎Ｆ,清水,111.59,108.309,91,92,22292,맑음 후 흐림,25,64
2025,J리그1,34,2025-10-18 14:03:00,일,横浜FM,浦和,112.567,109.26,109,113,36442,맑음,24.5,53
2025,J리그1,34,2025-10-18 14:03:00,일,横浜FC,名古屋,111.595,112.227,106,108,11465,흐림,24.5,62
2025,J리그1,34,2025-10-18 14:03:00,일,Ｇ大阪,柏,115.823,120.612,100,131,30282,맑음,26.3,89
2025,J리그1,34,2025-10-18 14:03:00,일,岡山,Ｃ大阪,110.865,110.333,136,108,14903,맑음,28.5,53
2025,J리그1,34,2025-10-19 15:03:00,일,湘南,京都,119.37,111.077,145,151,11688,흐림,22.1,61
2025,J리그1,35,2025-10-25 14:03:00,일,浦和,町田,114.111,112.466,152,132,34551,비,14.3,90
2025,J리그1,35,2025-10-25 14:03:00,일,柏,横浜FC,113.994,108.182,115,111,12950,비,14.5,90
2025,J리그1,35,2025-10-25 14:04:00,일,FC東京,岡山,116.051,117.342,138,128,24664,비,15.5,54
2025,J리그1,35,2025-10-25 14:03:00,일,横浜FM,広島,116.559,109.463,121,99,27356,비,13.7,83
2025,J리그1,35,2025-10-25 14:03:00,일,清水,東京Ｖ,110.628,115.826,89,119,16814,흐림 때때로 비,17.3,70
2025,J리그1,35,2025-10-25 14:04:00,일,名古屋,Ｇ大阪,108.623,107.17,121,115,30084,비 후 흐림,19.2,86
2025,J리그1,35,2025-10-25 14:03:00,일,京都,鹿島,114.695,107.44,165,133,20353,맑음 후 비,21,65
2025,J리그1,35,2025-10-25 15:03:00,일,Ｃ大阪,川崎Ｆ,118.701,112.428,108,107,17360,비 후 흐림 후 비,22.4,62
2025,J리그1,35,2025-10-26 14:03:00,일,新潟,神戸,123.41,125.345,118,144,19480,비,17.5,90
2025,J리그1,35,2025-10-26 14:43:00,일,福岡,湘南,119.824,117.952,113,92,11047,비,20.2,74
2025,J리그1,36,2025-11-08 14:03:00,일,鹿島,横浜FC,109.206,105.679,138,106,34873,맑음,16,55
2025,J리그1,36,2025-11-08 14:03:00,일,東京Ｖ,福岡,117.347,115.544,147,109,15091,맑음 후 흐림,17.2,39
2025,J리그1,36,2025-11-08 15:03:00,일,川崎Ｆ,岡山,110.554,117.449,87,128,23343,흐림,16.8,50
2025,J리그1,36,2025-11-08 15:03:00,일,湘南,新潟,123.518,115.668,161,111,11505,흐림,17.4,37
2025,J리그1,36,2025-11-08 16:03:00,일,柏,名古屋,119.424,118.322,149,101,13634,흐림 일시 맑음,13.7,63
2025,J리그1,36,2025-11-09 13:01:00,일,広島,浦和,108.63,112.057,129,153,26383,흐림,18.2,68
2025,J리그1,36,2025-11-09 14:03:00,일,町田,FC東京,109.995,112.356,135,156,46838,비 후 흐림,15.8,76
2025,J리그1,36,2025-11-09 14:03:00,일,京都,横浜FM,113.087,111.13,143,126,19828,비,16.7,90
2025,J리그1,36,2025-11-09 15:03:00,일,清水,Ｃ大阪,116.213,121.916,109,123,15910,비,15.8,69
2025,J리그1,36,2025-11-09 15:03:00,일,Ｇ大阪,神戸,113.142,118.02,135,142,34695,비,15.8,90
2025,J리그1,37,2025-11-30 14:05:00,일,東京Ｖ,鹿島,118.497,112.665,158,129,38168,맑음,15.2,47
2025,J리그1,37,2025-11-30 14:03:00,일,町田,名古屋,114.49,111.848,138,130,12396,맑음,14.6,52
2025,J리그1,37,2025-11-30 14:03:00,일,川崎Ｆ,広島,107.725,107.783,108,118,23173,맑음,16.2,54
2025,J리그1,37,2025-11-30 14:04:00,일,横浜FM,Ｃ大阪,123.992,120.543,184,148,42665,맑음,14.4,44
2025,J리그1,37,2025-11-30 14:03:00,일,横浜FC,京都,108.188,111.855,113,119,9804,맑음,16.9,38
2025,J리그1,37,2025-11-30 14:03:00,일,湘南,清水,122.293,119.569,118,124,12531,맑음,15.8,52
2025,J리그1,37,2025-11-30 14:03:00,일,新潟,柏,126.328,125.82,128,146,25346,맑음,16.4,57
2025,J리그1,37,2025-11-30 14:02:00,일,神戸,FC東京,118.761,116.405,153,149,21948,맑음,15.9,44
2025,J리그1,37,2025-11-30 14:03:00,일,岡山,浦和,114.53,111.224,120,121,15623,맑음,16.4,47
2025,J리그1,37,2025-11-30 14:03:00,일,福岡,Ｇ大阪,112.183,106.546,94,122,17587,맑음,20,49
2025,J리그1,38,2025-12-06 14:03:00,일,鹿島,横浜FM,105.932,106.531,134,133,37079,맑음,12.4,48
2025,J리그1,38,2025-12-06 14:04:00,일,浦和,川崎Ｆ,118.996,115.689,148,135,47878,맑음,12.3,57
2025,J리그1,38,2025-12-06 14:05:00,일,柏,町田,124.307,123.503,147,120,14092,흐림,12.5,26
2025,J리그1,38,2025-12-06 14:03:00,일,FC東京,新潟,115.961,117.977,149,124,36276,흐림 후 맑음,12.4,25
2025,J리그1,38,2025-12-06 14:03:00,일,清水,岡山,110.748,116.289,114,128,18346,맑음,13.2,42
2025,J리그1,38,2025-12-06 14:03:00,일,名古屋,福岡,120.848,125.587,128,143,34975,맑음,11,49
2025,J리그1,38,2025-12-06 14:03:00,일,京都,神戸,113.271,108.583,156,158,20074,맑음,13,45
2025,J리그1,38,2025-12-06 14:03:00,일,Ｇ大阪,東京Ｖ,115.672,111.436,116,130,33627,맑음,11.8,43
2025,J리그1,38,2025-12-06 14:03:00,일,Ｃ大阪,横浜FC,117.374,113.925,134,143,19070,맑음,16,38
2025,J리그1,38,2025-12-06 14:03:00,일,広島,湘南,114.171,120.654,175,166,26373,맑음,15.2,29
