Meet_Year,LEAGUE_NAME,Round,Game_id,Game_Datetime,Day,HomeTeam,AwayTeam,HomeRank,AwayRank,HomePoints,AwayPoints,Field_Name,Audience_Qty,Weather,Temperature,Humidity,home_possession,home_attempts,home_on_target,home_fouls,home_yellow_cards,home_red_cards,home_double_yellow_cards,home_corners,home_free_kicks,home_offsides,away_possession,away_attempts,away_on_target,away_fouls,away_yellow_cards,away_red_cards,away_double_yellow_cards,away_corners,away_free_kicks,away_offsides,home_first_15_possession,home_first_30_possession,home_first_45_possession,home_second_15_possession,home_second_30_possession,home_second_45_possession,away_first_15_possession,away_first_30_possession,away_first_45_possession,away_second_15_possession,away_second_30_possession,away_second_45_possession
2017,K리그1,4,22,2017-04-02 15:00:00,일,전북,서울,4,5,7,7,전주 종합 운동장,19141,맑음,0.0,0,50.0,13.0,5.0,18.0,3.0,0.0,0.0,2.0,19.0,1.0,50.0,10.0,4.0,17.0,2.0,0.0,0.0,2.0,19.0,2.0,48.6,51.83,54.81,36.84,42.5,46.11,51.4,48.17,45.19,63.16,57.5,53.89
2017,K리그1,4,23,2017-04-02 15:00:00,일,울산,강원,11,6,3,4,울산 문수 축구경기장,10886,맑음,0.0,0,51.0,9.0,4.0,15.0,2.0,0.0,0.0,4.0,15.0,0.0,49.0,11.0,6.0,13.0,0.0,0.0,0.0,3.0,19.0,6.0,51.55,50.57,49.94,52.88,54.08,51.6,48.45,49.43,50.06,47.12,45.92,48.4
2017,K리그1,4,24,2017-04-02 15:00:00,일,제주,광주,1,10,9,3,제주 월드컵 경기장,3102,맑음,13.0,0,53.0,16.0,6.0,11.0,1.0,0.0,0.0,6.0,17.0,6.0,47.0,7.0,3.0,14.0,5.0,0.0,1.0,1.0,15.0,1.0,50.4,50.36,50.61,49.71,48.24,55.65,49.6,49.64,49.39,50.29,51.76,44.35
2017,K리그1,5,25,2017-04-08 15:00:00,토,광주,울산,8,6,4,6,광주 월드컵 경기장,2849,맑음,0.0,0,49.0,8.0,5.0,11.0,1.0,0.0,0.0,3.0,13.0,2.0,51.0,12.0,7.0,12.0,2.0,0.0,0.0,5.0,15.0,3.0,59.13,52.2,52.55,41.8,41.01,46.06,40.87,47.8,47.45,58.2,58.99,53.94
2017,K리그1,5,26,2017-04-08 15:00:00,토,서울,제주,5,1,7,10,서울 월드컵 경기장,13175,맑음,0.0,0,58.0,7.0,3.0,18.0,1.0,0.0,0.0,3.0,19.0,1.0,42.0,3.0,1.0,12.0,0.0,0.0,0.0,2.0,19.0,7.0,52.7,55.19,57.79,50.88,54.29,58.15,47.3,44.81,42.21,49.12,45.71,41.85
2017,K리그1,5,27,2017-04-08 15:00:00,토,수원,상주,10,4,3,7,수원 월드컵 경기장,5193,맑음,0.0,0,48.0,5.0,3.0,15.0,2.0,0.0,0.0,2.0,16.0,1.0,52.0,10.0,6.0,11.0,1.0,0.0,0.0,8.0,13.0,2.0,48.43,49.71,47.65,43.81,42.09,47.74,51.57,50.29,52.35,56.19,57.91,52.26
2017,K리그1,5,28,2017-04-08 17:00:00,토,강원,전북,7,2,4,10,평창 알펜시아 스타디움,3016,맑음,18.0,0,53.0,4.0,1.0,18.0,0.0,0.0,0.0,2.0,19.0,1.0,47.0,13.0,7.0,19.0,2.0,0.0,0.0,3.0,20.0,1.0,46.56,46.62,49.18,51.09,56.05,56.07,53.44,53.38,50.82,48.91,43.95,43.93
2017,K리그1,5,29,2017-04-09 15:00:00,일,포항,인천,5,10,7,3,포항 스틸야드,9188,흐림,14.0,0,60.0,13.0,8.0,9.0,0.0,0.0,0.0,7.0,9.0,0.0,40.0,7.0,5.0,15.0,1.0,1.0,0.0,6.0,16.0,1.0,59.94,62.4,61.02,51.4,58.05,59.96,40.06,37.6,38.98,48.6,41.95,40.04
2017,K리그1,5,30,2017-04-09 15:00:00,일,대구,전남,11,12,3,0,대구 스타디움,4215,맑음,0.0,0,52.0,11.0,9.0,15.0,2.0,0.0,0.0,5.0,18.0,3.0,48.0,14.0,6.0,16.0,0.0,0.0,0.0,7.0,18.0,2.0,66.86,63.92,63.57,47.27,45.72,40.22,33.14,36.08,36.43,52.73,54.28,59.78
2017,K리그1,6,31,2017-04-15 15:00:00,토,인천,전남,11,12,3,0,인천 축구 전용경기장,4685,맑음,0.0,0,51.0,14.0,7.0,16.0,3.0,0.0,0.0,8.0,20.0,4.0,49.0,16.0,8.0,21.0,2.0,0.0,0.0,4.0,21.0,0.0,39.48,43.83,45.15,49.16,54.96,55.98,60.52,56.17,54.85,50.84,45.04,44.02
2017,K리그1,6,32,2017-04-15 15:00:00,토,포항,대구,3,7,10,6,포항 스틸야드,9515,맑음,24.0,0,53.0,9.0,5.0,16.0,0.0,0.0,0.0,2.0,18.0,2.0,47.0,7.0,5.0,14.0,3.0,0.0,0.0,5.0,15.0,1.0,61.47,62.22,62.39,43.18,38.02,43.44,38.53,37.78,37.61,56.82,61.98,56.56
2017,K리그1,6,33,2017-04-16 15:00:00,일,전북,상주,3,4,11,8,전주 종합 운동장,7664,맑음,26.0,23,42.0,18.0,9.0,9.0,1.0,0.0,0.0,5.0,12.0,3.0,58.0,18.0,6.0,13.0,1.0,0.0,0.0,5.0,14.0,1.0,52.54,44.41,43.32,48.12,41.03,40.72,47.46,55.59,56.68,51.88,58.97,59.28
2017,K리그1,6,34,2017-04-16 15:00:00,일,제주,강원,2,8,11,5,제주 월드컵 경기장,3271,맑음,18.0,0,63.0,14.0,6.0,17.0,3.0,0.0,0.0,6.0,22.0,5.0,37.0,8.0,3.0,16.0,0.0,1.0,0.0,2.0,16.0,0.0,61.6,55.27,60.04,63.15,61.24,65.29,38.4,44.73,39.96,36.85,38.76,34.71
2017,K리그1,6,35,2017-04-16 15:00:00,일,수원,광주,10,9,4,5,수원 월드컵 경기장,6264,맑음,0.0,0,59.0,9.0,2.0,6.0,1.0,0.0,0.0,6.0,9.0,3.0,41.0,7.0,2.0,14.0,1.0,0.0,0.0,4.0,14.0,0.0,60.8,52.03,57.7,54.14,52.58,59.93,39.2,47.97,42.3,45.86,47.42,40.07
2017,K리그1,6,36,2017-04-16 15:00:00,일,울산,서울,6,5,7,8,울산 문수 축구경기장,11361,맑음,0.0,0,46.0,22.0,12.0,9.0,1.0,0.0,0.0,4.0,11.0,2.0,54.0,8.0,6.0,15.0,3.0,0.0,0.0,3.0,17.0,2.0,49.53,51.93,50.45,40.55,38.23,42.58,50.47,48.07,49.55,59.45,61.77,57.42
2017,K리그1,7,37,2017-04-22 15:00:00,토,제주,대구,3,8,11,6,제주 월드컵 경기장,2446,흐림,17.0,0,52.0,13.0,7.0,18.0,2.0,0.0,0.0,2.0,20.0,2.0,48.0,9.0,2.0,13.0,2.0,0.0,0.0,4.0,13.0,0.0,66.3,60.8,56.68,53.11,47.16,47.55,33.7,39.2,43.32,46.89,52.84,52.45
2017,K리그1,7,38,2017-04-22 15:00:00,토,강원,수원,5,10,8,5,평창 알펜시아 스타디움,2001,맑음,13.0,0,52.0,14.0,5.0,12.0,3.0,0.0,0.0,7.0,14.0,2.0,48.0,14.0,11.0,16.0,0.0,0.0,0.0,6.0,17.0,1.0,54.63,40.93,46.54,52.19,48.0,58.04,45.37,59.07,53.46,47.81,52.0,41.96
2017,K리그1,7,39,2017-04-23 15:00:00,일,전북,포항,2,3,14,13,전주 종합 운동장,9105,맑음,22.0,30,43.0,17.0,9.0,22.0,3.0,0.0,0.0,5.0,23.0,1.0,57.0,8.0,4.0,12.0,3.0,0.0,0.0,1.0,13.0,1.0,35.19,43.48,42.67,37.74,44.35,44.37,64.81,56.52,57.33,62.26,55.65,55.63
2017,K리그1,7,40,2017-04-22 17:00:00,토,서울,인천,4,12,9,3,서울 월드컵 경기장,14596,맑음,0.0,0,59.0,13.0,5.0,6.0,1.0,0.0,0.0,2.0,7.0,1.0,41.0,14.0,9.0,5.0,0.0,0.0,0.0,5.0,9.0,4.0,55.31,58.33,55.77,59.1,63.62,61.72,44.69,41.67,44.23,40.9,36.38,38.28
2017,K리그1,7,41,2017-04-22 15:00:00,토,전남,울산,11,7,3,8,광양 전용 구장,5413,흐리고 비,19.0,58,42.0,13.0,10.0,13.0,1.0,0.0,0.0,2.0,15.0,2.0,58.0,13.0,4.0,11.0,3.0,0.0,0.0,6.0,11.0,0.0,62.0,57.3,49.31,32.76,33.64,36.02,38.0,42.7,50.69,67.24,66.36,63.98
2017,K리그1,7,42,2017-04-23 15:00:00,일,상주,광주,6,11,8,6,상주 시민 운동장,1531,맑음,22.0,25,48.0,7.0,4.0,15.0,1.0,0.0,0.0,3.0,17.0,2.0,52.0,9.0,1.0,16.0,2.0,0.0,0.0,5.0,19.0,3.0,48.05,48.75,49.7,44.34,44.63,46.4,51.95,51.25,50.3,55.66,55.37,53.6
2017,K리그1,8,43,2017-04-29 15:00:00,토,전남,강원,9,6,6,8,광양 전용 구장,3775,맑음,22.0,35,43.0,6.0,3.0,8.0,1.0,0.0,0.0,2.0,9.0,1.0,57.0,6.0,5.0,14.0,1.0,0.0,0.0,8.0,17.0,3.0,41.82,42.72,42.33,55.77,43.62,44.0,58.18,57.28,57.67,44.23,56.38,56.0
2017,K리그1,8,44,2017-04-29 15:00:00,토,포항,상주,3,5,13,11,포항 스틸야드,6817,맑음,0.0,0,50.0,10.0,6.0,11.0,1.0,0.0,0.0,7.0,18.0,7.0,50.0,13.0,5.0,22.0,3.0,0.0,0.0,8.0,22.0,0.0,40.48,43.35,49.3,53.95,59.34,51.26,59.52,56.65,50.7,46.05,40.66,48.74
2017,K리그1,8,45,2017-04-30 15:00:00,일,광주,전북,11,1,6,17,광주 월드컵 경기장,5644,맑음,0.0,0,46.0,6.0,4.0,23.0,4.0,0.0,0.0,6.0,26.0,3.0,54.0,14.0,7.0,13.0,3.0,0.0,0.0,4.0,18.0,5.0,54.38,52.45,50.24,56.55,46.55,42.51,45.62,47.55,49.76,43.45,53.45,57.49
2017,K리그1,8,46,2017-04-30 15:00:00,일,제주,수원,2,8,14,8,제주 종합 운동장,5424,맑음,23.0,0,54.0,11.0,4.0,16.0,2.0,0.0,0.0,3.0,20.0,4.0,46.0,12.0,6.0,11.0,1.0,0.0,0.0,3.0,14.0,3.0,55.38,53.07,51.52,57.38,59.8,57.06,44.62,46.93,48.48,42.62,40.2,42.94
2017,K리그1,8,47,2017-04-30 15:00:00,일,대구,서울,10,5,6,12,대구 스타디움,10791,맑음,0.0,0,37.0,6.0,3.0,8.0,5.0,0.0,0.0,1.0,8.0,0.0,63.0,9.0,3.0,20.0,1.0,0.0,0.0,5.0,22.0,2.0,41.18,39.68,41.97,28.33,30.03,30.96,58.82,60.32,58.03,71.67,69.97,69.04
2017,K리그1,8,48,2017-04-30 17:00:00,일,인천,울산,12,9,3,8,인천 축구 전용경기장,7535,맑음,0.0,0,50.0,8.0,4.0,11.0,1.0,0.0,0.0,4.0,13.0,2.0,50.0,10.0,6.0,7.0,2.0,0.0,0.0,3.0,7.0,0.0,50.83,48.05,49.29,50.74,47.56,51.23,49.17,51.95,50.71,49.26,52.44,48.77
2017,K리그1,9,49,2017-05-03 15:00:00,수,상주,인천,3,12,14,3,상주 시민 운동장,1426,맑음,27.0,10,66.0,7.0,2.0,9.0,2.0,0.0,0.0,6.0,11.0,2.0,34.0,6.0,4.0,11.0,0.0,0.0,0.0,3.0,12.0,1.0,71.45,71.54,67.18,62.62,66.3,63.96,28.55,28.46,32.82,37.38,33.7,36.04
2017,K리그1,9,50,2017-05-03 15:00:00,수,광주,강원,10,11,9,8,광주 월드컵 경기장,1641,맑음,0.0,0,53.0,6.0,2.0,19.0,3.0,0.0,0.0,3.0,20.0,1.0,47.0,7.0,2.0,13.0,1.0,0.0,0.0,4.0,20.0,7.0,54.72,50.72,48.44,66.07,64.02,56.53,45.28,49.28,51.56,33.93,35.98,43.47
2017,K리그1,9,51,2017-05-03 15:00:00,수,울산,대구,7,9,11,9,울산 문수 축구경기장,4531,맑음,0.0,0,56.0,13.0,8.0,11.0,0.0,0.0,0.0,6.0,13.0,2.0,44.0,9.0,4.0,16.0,3.0,0.0,0.0,3.0,17.0,1.0,74.26,35.22,58.15,44.5,48.46,53.09,25.74,64.78,41.85,55.5,51.54,46.91
2017,K리그1,9,52,2017-05-03 15:00:00,수,수원,포항,6,4,11,13,수원 월드컵 경기장,8187,맑음,0.0,0,50.0,10.0,6.0,8.0,1.0,0.0,0.0,5.0,10.0,2.0,50.0,9.0,2.0,11.0,0.0,0.0,0.0,3.0,11.0,0.0,64.81,54.12,49.91,59.76,54.77,50.3,35.19,45.88,50.09,40.24,45.23,49.7
2017,K리그1,9,53,2017-05-03 15:00:00,수,전북,제주,1,2,17,14,전주 종합 운동장,9593,맑음,27.0,31,56.0,17.0,9.0,10.0,2.0,0.0,0.0,7.0,11.0,1.0,44.0,13.0,10.0,18.0,4.0,0.0,0.0,1.0,20.0,2.0,47.85,44.97,48.98,59.92,64.77,63.69,52.15,55.03,51.02,40.08,35.23,36.31
2017,K리그1,9,54,2017-05-03 15:00:00,수,서울,전남,5,8,12,9,서울 월드컵 경기장,26261,맑음,0.0,0,55.0,14.0,5.0,14.0,1.0,0.0,0.0,8.0,16.0,2.0,45.0,10.0,4.0,11.0,1.0,0.0,0.0,3.0,13.0,2.0,63.49,53.17,56.26,48.04,55.16,53.67,36.51,46.83,43.74,51.96,44.84,46.33
2017,K리그1,10,55,2017-05-06 15:00:00,토,포항,서울,7,3,13,15,포항 스틸야드,8852,맑음,0.0,0,53.0,12.0,6.0,9.0,1.0,0.0,0.0,4.0,13.0,4.0,47.0,5.0,4.0,15.0,3.0,0.0,1.0,4.0,15.0,0.0,45.45,46.54,49.82,46.33,54.46,56.29,54.55,53.46,50.18,53.67,45.54,43.71
2017,K리그1,10,56,2017-05-06 14:00:00,토,수원,울산,4,6,14,14,수원 월드컵 경기장,5732,맑음,0.0,0,52.0,8.0,4.0,11.0,2.0,0.0,0.0,9.0,14.0,3.0,48.0,5.0,4.0,21.0,0.0,0.0,0.0,0.0,23.0,2.0,50.43,52.7,52.19,60.8,54.66,52.57,49.57,47.3,47.81,39.2,45.34,47.43
2017,K리그1,10,57,2017-05-06 15:00:00,토,제주,상주,1,5,17,14,제주 종합 운동장,4082,맑음,21.0,0,57.0,13.0,7.0,15.0,0.0,0.0,0.0,5.0,16.0,1.0,43.0,4.0,2.0,9.0,2.0,0.0,0.0,3.0,10.0,1.0,79.38,74.1,65.9,54.94,45.73,47.85,20.62,25.9,34.1,45.06,54.27,52.15
2017,K리그1,10,58,2017-05-06 17:00:00,토,대구,전북,11,2,9,17,대구 스타디움,3295,맑음,0.0,0,51.0,6.0,3.0,18.0,0.0,0.0,0.0,6.0,18.0,0.0,49.0,10.0,6.0,21.0,3.0,0.0,0.0,3.0,21.0,0.0,43.01,46.84,43.2,51.59,56.63,59.39,56.99,53.16,56.8,48.41,43.37,40.61
2017,K리그1,10,59,2017-05-07 15:00:00,일,강원,인천,10,12,9,6,평창 알펜시아 스타디움,1435,맑음,0.0,0,66.0,7.0,4.0,10.0,1.0,0.0,0.0,8.0,14.0,4.0,34.0,10.0,5.0,16.0,2.0,0.0,0.0,3.0,19.0,3.0,68.2,64.72,66.78,73.63,64.83,64.18,31.8,35.28,33.22,26.37,35.17,35.82
2017,K리그1,10,60,2017-05-07 15:00:00,일,전남,광주,9,8,9,10,순천 팔마 운동장,3474,맑음,26.0,28,49.0,8.0,5.0,16.0,1.0,0.0,0.0,2.0,20.0,4.0,51.0,8.0,3.0,15.0,1.0,0.0,0.0,6.0,15.0,0.0,54.35,60.23,57.24,52.08,35.4,40.63,45.65,39.77,42.76,47.92,64.6,59.38
2017,K리그1,11,61,2017-05-13 15:00:00,토,광주,인천,10,12,10,6,광주 월드컵 경기장,2020,맑음,0.0,0,54.0,11.0,4.0,8.0,1.0,0.0,0.0,6.0,10.0,2.0,46.0,4.0,2.0,14.0,1.0,0.0,0.0,2.0,17.0,3.0,51.74,53.68,55.67,42.48,46.89,51.7,48.26,46.32,44.33,57.52,53.11,48.3
2017,K리그1,11,62,2017-05-13 15:00:00,토,강원,대구,9,11,12,9,평창 알펜시아 스타디움,1461,흐림,0.0,0,50.0,11.0,6.0,8.0,0.0,0.0,0.0,5.0,9.0,1.0,50.0,8.0,4.0,10.0,0.0,0.0,0.0,3.0,12.0,2.0,60.91,54.42,53.99,39.13,41.5,45.16,39.09,45.58,46.01,60.87,58.5,54.84
2017,K리그1,11,63,2017-05-14 15:00:00,일,상주,서울,8,6,14,15,상주 시민 운동장,1632,맑음,20.0,20,51.0,11.0,5.0,14.0,1.0,0.0,0.0,9.0,16.0,2.0,49.0,11.0,3.0,13.0,1.0,0.0,0.0,3.0,19.0,6.0,55.44,62.5,58.53,50.47,48.73,43.66,44.56,37.5,41.47,49.53,51.27,56.34
2017,K리그1,11,64,2017-05-14 15:00:00,일,울산,전북,3,2,17,20,울산 문수 축구경기장,10367,맑음,0.0,0,46.0,13.0,9.0,10.0,2.0,0.0,0.0,5.0,11.0,1.0,54.0,14.0,8.0,10.0,2.0,0.0,0.0,8.0,11.0,1.0,48.06,47.1,48.04,42.51,39.74,42.87,51.94,52.9,51.96,57.49,60.26,57.13
2017,K리그1,11,65,2017-05-14 15:00:00,일,포항,제주,4,1,16,20,포항 스틸야드,10266,맑음,24.0,0,54.0,11.0,4.0,15.0,1.0,0.0,0.0,8.0,16.0,1.0,46.0,11.0,6.0,9.0,1.0,0.0,0.0,5.0,10.0,1.0,57.35,57.39,53.02,46.3,48.09,55.75,42.65,42.61,46.98,53.7,51.91,44.25
2017,K리그1,11,66,2017-05-14 17:00:00,일,전남,수원,9,7,12,14,광양 전용 구장,4542,맑음,25.0,34,46.0,14.0,7.0,12.0,2.0,0.0,0.0,3.0,13.0,1.0,54.0,12.0,7.0,11.0,1.0,0.0,0.0,1.0,14.0,3.0,52.54,38.33,40.94,31.15,47.62,49.75,47.46,61.67,59.06,68.85,52.38,50.25
2017,K리그1,12,67,2017-05-21 16:00:00,일,전북,인천,2,12,21,7,전주 종합 운동장,6579,맑음,27.0,25,44.0,20.0,11.0,16.0,2.0,0.0,0.0,6.0,20.0,4.0,56.0,6.0,3.0,19.0,1.0,0.0,0.0,6.0,20.0,1.0,43.7,47.37,39.59,51.85,47.9,47.5,56.3,52.63,60.41,48.15,52.1,52.5
2017,K리그1,12,68,2017-05-20 19:00:00,토,서울,강원,6,7,16,15,서울 월드컵 경기장,14560,맑음,0.0,0,59.0,15.0,6.0,10.0,1.0,0.0,0.0,3.0,10.0,0.0,41.0,15.0,6.0,12.0,1.0,0.0,0.0,7.0,15.0,3.0,44.74,51.07,54.1,58.74,59.29,65.24,55.26,48.93,45.9,41.26,40.71,34.76
2017,K리그1,12,69,2017-05-20 19:00:00,토,상주,수원,8,5,15,17,상주 시민 운동장,1573,맑음,22.0,35,54.0,10.0,4.0,16.0,4.0,1.0,0.0,5.0,17.0,1.0,46.0,6.0,4.0,15.0,0.0,0.0,0.0,3.0,16.0,1.0,54.72,50.1,54.49,50.75,52.72,54.31,45.28,49.9,45.51,49.25,47.28,45.69
2017,K리그1,12,70,2017-05-20 19:00:00,토,대구,제주,11,2,9,20,대구 스타디움,1966,맑음,0.0,0,36.0,3.0,2.0,20.0,4.0,0.0,0.0,4.0,26.0,6.0,64.0,18.0,12.0,15.0,1.0,0.0,0.0,8.0,20.0,5.0,27.0,34.58,32.07,38.27,40.48,38.72,73.0,65.42,67.93,61.73,59.52,61.28
2017,K리그1,12,71,2017-05-20 18:00:00,토,울산,전남,4,9,18,12,울산 문수 축구경기장,7038,맑음,0.0,0,51.0,15.0,8.0,14.0,1.0,0.0,0.0,4.0,16.0,2.0,49.0,12.0,8.0,12.0,2.0,0.0,0.0,5.0,14.0,2.0,48.57,47.43,50.75,56.6,56.77,51.65,51.43,52.57,49.25,43.4,43.23,48.35
2017,K리그1,12,72,2017-05-21 19:00:00,일,광주,포항,10,5,11,19,광주 월드컵 경기장,3253,맑음,0.0,0,57.0,14.0,6.0,19.0,1.0,0.0,0.0,8.0,20.0,1.0,43.0,9.0,4.0,13.0,1.0,0.0,0.0,8.0,14.0,1.0,62.5,57.76,58.42,49.42,52.84,56.45,37.5,42.24,41.58,50.58,47.16,43.55
2017,K리그1,13,73,2017-05-27 16:00:00,토,전북,수원,3,5,22,20,전주 종합 운동장,8352,맑음,25.0,32,42.0,7.0,4.0,22.0,4.0,0.0,0.0,5.0,24.0,2.0,58.0,10.0,3.0,17.0,3.0,0.0,0.0,7.0,19.0,2.0,56.87,42.25,43.28,39.29,40.41,39.78,43.13,57.75,56.72,60.71,59.59,60.22
2017,K리그1,13,74,2017-05-27 18:00:00,토,포항,강원,2,6,22,18,포항 스틸야드,8519,맑음,0.0,0,57.0,11.0,5.0,8.0,0.0,0.0,0.0,5.0,9.0,1.0,43.0,4.0,2.0,14.0,3.0,0.0,0.0,8.0,16.0,2.0,65.79,61.61,59.97,53.96,48.14,54.16,34.21,38.39,40.03,46.04,51.86,45.84
2017,K리그1,13,75,2017-05-27 19:00:00,토,서울,울산,7,4,16,21,서울 월드컵 경기장,16359,맑음,0.0,0,54.0,11.0,5.0,13.0,2.0,0.0,0.0,9.0,14.0,1.0,46.0,13.0,1.0,14.0,1.0,0.0,0.0,3.0,14.0,0.0,62.92,57.1,58.52,48.34,54.43,50.15,37.08,42.9,41.48,51.66,45.57,49.85
2017,K리그1,13,76,2017-09-02 19:00:00,토,광주,제주,12,3,11,23,광주 월드컵 경기장,1553,맑음,0.0,0,58.0,10.0,2.0,11.0,0.0,0.0,0.0,3.0,13.0,2.0,42.0,11.0,5.0,6.0,0.0,1.0,0.0,6.0,8.0,2.0,47.77,49.26,53.48,48.82,57.58,63.06,52.23,50.74,46.52,51.18,42.42,36.94
2017,K리그1,13,77,2017-05-28 19:00:00,일,대구,상주,11,8,9,15,대구 스타디움,1281,맑음,0.0,0,48.0,10.0,7.0,10.0,2.0,0.0,0.0,2.0,13.0,3.0,52.0,10.0,5.0,16.0,1.0,0.0,0.0,5.0,17.0,1.0,62.85,60.08,52.58,34.62,38.58,43.43,37.15,39.92,47.42,65.38,61.42,56.57
2017,K리그1,13,78,2017-05-28 19:00:00,일,전남,인천,9,12,12,8,광양 전용 구장,2821,맑음,24.0,48,47.0,11.0,7.0,11.0,4.0,0.0,0.0,4.0,11.0,0.0,53.0,18.0,10.0,14.0,1.0,0.0,0.0,9.0,14.0,0.0,48.08,47.62,49.69,43.86,45.36,44.03,51.92,52.38,50.31,56.14,54.64,55.97
2017,K리그1,14,79,2017-06-17 18:00:00,토,포항,울산,3,4,22,22,포항 스틸야드,13172,맑음,0.0,0,57.0,11.0,6.0,5.0,1.0,0.0,0.0,5.0,5.0,0.0,43.0,13.0,8.0,20.0,2.0,0.0,0.0,6.0,22.0,2.0,58.52,61.27,58.28,54.23,56.77,55.06,41.48,38.73,41.72,45.77,43.23,44.94
2017,K리그1,14,80,2017-06-17 19:00:00,토,전남,전북,8,1,15,25,광양 전용 구장,4748,맑음,25.0,53,54.0,11.0,3.0,8.0,2.0,0.0,0.0,3.0,12.0,4.0,46.0,13.0,5.0,16.0,1.0,0.0,0.0,2.0,19.0,3.0,50.87,53.01,55.76,57.57,53.85,51.35,49.13,46.99,44.24,42.43,46.15,48.65
2017,K리그1,14,81,2017-06-17 19:00:00,토,대구,광주,10,11,12,11,대구 스타디움,2264,맑음,0.0,0,54.0,9.0,3.0,12.0,2.0,0.0,0.0,2.0,15.0,3.0,46.0,8.0,6.0,17.0,4.0,0.0,0.0,2.0,19.0,2.0,46.46,52.26,52.09,45.65,54.52,55.18,53.54,47.74,47.91,54.35,45.48,44.82
2017,K리그1,14,82,2017-06-18 18:00:00,일,수원,서울,6,7,20,17,수원 월드컵 경기장,20140,맑음,0.0,0,51.0,7.0,4.0,12.0,3.0,0.0,0.0,2.0,16.0,4.0,49.0,14.0,6.0,19.0,3.0,0.0,0.0,3.0,20.0,1.0,51.17,51.8,50.14,42.68,49.32,51.05,48.83,48.2,49.86,57.32,50.68,48.95
2017,K리그1,14,83,2017-06-18 19:00:00,일,강원,제주,5,3,21,26,평창 알펜시아 스타디움,1365,맑음,0.0,0,45.0,10.0,4.0,15.0,1.0,0.0,0.0,5.0,19.0,4.0,55.0,13.0,6.0,10.0,1.0,0.0,0.0,5.0,11.0,1.0,40.07,40.93,40.91,53.92,60.21,49.28,59.93,59.07,59.09,46.08,39.79,50.72
2017,K리그1,14,84,2017-06-18 19:00:00,일,인천,상주,12,9,8,15,인천 축구 전용경기장,5540,맑음,0.0,0,45.0,9.0,7.0,18.0,5.0,0.0,0.0,8.0,21.0,3.0,55.0,10.0,4.0,15.0,1.0,0.0,0.0,8.0,17.0,2.0,35.8,42.66,47.98,48.08,47.7,41.84,64.2,57.34,52.02,51.92,52.3,58.16
2017,K리그1,15,85,2017-06-21 19:00:00,수,상주,전남,8,9,16,15,상주 시민 운동장,1922,맑음,31.1,50,63.0,13.0,4.0,11.0,1.0,0.0,0.0,4.0,15.0,4.0,37.0,5.0,1.0,12.0,0.0,1.0,0.0,0.0,14.0,2.0,53.85,59.9,54.55,76.13,71.05,70.45,46.15,40.1,45.45,23.87,28.95,29.55
2017,K리그1,15,86,2017-06-21 19:00:00,수,광주,수원,11,7,12,20,광주 월드컵 경기장,3122,맑음,0.0,0,47.0,7.0,2.0,13.0,0.0,0.0,0.0,5.0,13.0,0.0,53.0,14.0,11.0,8.0,1.0,0.0,0.0,4.0,11.0,3.0,62.96,53.14,48.29,52.28,46.12,45.04,37.04,46.86,51.71,47.72,53.88,54.96
2017,K리그1,15,87,2017-06-21 19:00:00,수,전북,강원,1,3,28,24,전주 월드컵 경기장,7420,흐림,24.0,0,51.0,19.0,10.0,10.0,1.0,0.0,0.0,4.0,10.0,0.0,49.0,11.0,6.0,18.0,3.0,0.0,0.0,5.0,19.0,1.0,57.36,57.37,55.74,42.46,42.47,46.34,42.64,42.63,44.26,57.54,57.53,53.66
2017,K리그1,15,88,2017-06-21 19:30:00,수,울산,제주,2,4,25,26,울산 문수 축구경기장,6598,흐림,0.0,0,49.0,9.0,4.0,11.0,2.0,0.0,0.0,5.0,13.0,2.0,51.0,10.0,3.0,7.0,1.0,0.0,0.0,5.0,9.0,2.0,49.07,50.29,48.39,62.17,56.48,48.95,50.93,49.71,51.61,37.83,43.52,51.05
2017,K리그1,15,89,2017-06-21 19:30:00,수,서울,대구,6,10,20,13,서울 월드컵 경기장,6384,맑음,0.0,0,54.0,11.0,6.0,20.0,1.0,0.0,0.0,3.0,21.0,1.0,46.0,15.0,8.0,10.0,3.0,0.0,1.0,7.0,12.0,2.0,49.06,51.61,47.65,50.55,55.76,59.27,50.94,48.39,52.35,49.45,44.24,40.73
2017,K리그1,15,90,2017-06-21 19:30:00,수,인천,포항,12,5,9,22,인천 축구 전용경기장,2930,맑음,0.0,0,51.0,10.0,4.0,18.0,2.0,0.0,0.0,4.0,19.0,1.0,49.0,6.0,4.0,19.0,2.0,0.0,0.0,2.0,20.0,1.0,38.92,47.98,52.21,51.54,50.95,49.01,61.08,52.02,47.79,48.46,49.05,50.99
2017,K리그1,16,91,2017-06-24 18:00:00,토,제주,포항,5,3,26,25,제주 월드컵 경기장,3023,흐림,0.0,0,54.0,16.0,8.0,15.0,2.0,0.0,0.0,6.0,17.0,2.0,46.0,10.0,3.0,8.0,2.0,0.0,0.0,3.0,8.0,0.0,60.5,56.27,51.12,37.83,53.73,56.57,39.5,43.73,48.88,62.17,46.27,43.43
