game_id,datetime,home_team,away_team,stadium,audience,weather,temp,humidity,broadcast
1,2023-02-25 14:00:00,울산,전북,울산 문수 축구경기장,28039,맑음,7.0,33,"skySports, 쿠팡플레이"
2,2023-02-25 16:30:00,서울,인천,서울 월드컵 경기장,22204,맑음,4.7,25,"JTBC G&S, 쿠팡플레이"
3,2023-02-25 16:30:00,수원,광주,수원 월드컵 경기장,10348,맑음,4.9,28,"skySports, 쿠팡플레이"
4,2023-02-26 14:30:00,포항,대구,포항 스틸야드,14089,맑음,10.0,0,"skySports, 쿠팡플레이"
5,2023-02-26 14:00:00,제주,수원FC,제주 월드컵 경기장,8362,맑음,8.0,44,"JTBC G&S, 쿠팡플레이"
