game_id,datetime,home_team,away_team,stadium,audience,weather,temp,humidity,broadcast
23,2024-03-31 14:00:00,강원,서울,춘천 송암 스포츠타운,10144,맑음,14.2,18,"JTBC G&S, 쿠팡플레이"
24,2024-03-31 16:30:00,광주,대구,광주 축구 전용경기장,7313,맑음,20.5,33,"skySports, 쿠팡플레이"
25,2024-04-02 19:30:00,포항,수원FC,포항 스틸야드,5143,흐림,14.0,72,"JTBC G&S, COUPANGPLAY"
26,2024-04-02 19:30:00,대전,울산,대전 월드컵 경기장,7927,맑음,23.1,27,"skySports, COUPANGPLAY"
27,2024-04-03 19:30:00,광주,인천,광주 축구 전용경기장,1562,비,14.5,93,"IB SPORTS, COUPANGPLAY"
28,2024-04-03 19:30:00,서울,김천,서울 월드컵 경기장,13040,흐림,18.0,61,"JTBC G&S, COUPANGPLAY"
29,2024-04-03 19:30:00,제주,전북,제주 월드컵 경기장,3426,흐림,17.0,100,"skySports, COUPANGPLAY"
30,2024-04-03 19:30:00,강원,대구,춘천 송암 스포츠타운,3056,흐림,15.9,48,"GOLF&PBA, COUPANGPLAY"
31,2024-04-06 14:00:00,울산,수원FC,울산 문수 축구경기장,14215,흐림,20.0,40,"skySports, COUPANGPLAY"
32,2024-04-06 16:30:00,인천,제주,인천 축구 전용경기장,9293,맑음,13.0,46,"skySports, COUPANGPLAY"
33,2024-04-06 16:30:00,김천,광주,김천 종합 운동장,3021,맑음,21.3,33,"IB SPORTS, COUPANGPLAY"
34,2024-04-07 14:00:00,전북,강원,전주 월드컵 경기장,11215,맑음,21.0,34,"JTBC G&S, COUPANGPLAY"
35,2024-04-07 14:00:00,대구,서울,DGB대구은행파크,12088,맑음,22.0,28,"skySports, COUPANGPLAY"
36,2024-04-07 16:30:00,대전,포항,대전 월드컵 경기장,10761,맑음,23.7,24,"JTBC G&S, COUPANGPLAY"
37,2024-04-13 14:00:00,전북,광주,전주 월드컵 경기장,11229,맑음,24.0,40,"JTBC G&S, COUPANGPLAY"
38,2024-04-13 14:00:00,서울,포항,서울 월드컵 경기장,29051,맑음,24.7,30,"SBS, skySports, COUPANGPLAY"
39,2024-04-13 16:30:00,울산,강원,울산 문수 축구경기장,13874,맑음,23.7,34,"skySports, COUPANGPLAY"
40,2024-04-13 16:30:00,제주,김천,제주 월드컵 경기장,4211,맑음,19.0,68,"IB SPORTS, COUPANGPLAY"
41,2024-04-14 14:00:00,수원FC,대전,수원 종합 운동장,4961,맑음,25.6,26,"JTBC G&S, COUPANGPLAY"
42,2024-04-14 16:30:00,인천,대구,인천 축구 전용경기장,9400,맑음,25.2,27,"skySports, COUPANGPLAY"
43,2024-05-15 16:30:00,광주,울산,광주 축구 전용경기장,8069,흐림,15.5,70,"skySports, COUPANGPLAY"
44,2024-04-20 14:00:00,수원FC,제주,수원 종합 운동장,2522,비,16.0,80,"JTBC G&S, COUPANGPLAY"
45,2024-04-20 16:30:00,포항,김천,포항 스틸야드,7673,비,15.0,90,"IB SPORTS, COUPANGPLAY"
46,2024-04-20 16:30:00,서울,전북,서울 월드컵 경기장,28048,비,13.9,87,"skySports, COUPANGPLAY"
47,2024-04-21 14:00:00,강원,인천,춘천 송암 스포츠타운,6025,맑음,17.9,59,"skySports, COUPANGPLAY"
48,2024-04-21 16:30:00,대구,대전,DGB대구은행파크,11330,흐림,17.2,77,"JTBC G&S, COUPANGPLAY"
49,2024-04-27 14:00:00,대전,서울,대전 월드컵 경기장,12700,맑음,23.5,25,"skySports, COUPANGPLAY"
50,2024-04-27 16:30:00,광주,수원FC,광주 축구 전용경기장,5440,맑음,26.5,33,"JTBC G&S, COUPANGPLAY"
51,2024-04-27 16:30:00,김천,강원,김천 종합 운동장,2338,맑음,30.5,23,"IB SPORTS, COUPANGPLAY"
52,2024-04-28 14:00:00,포항,인천,포항 스틸야드,7564,맑음,21.0,62,"skySports, COUPANGPLAY"
53,2024-04-28 14:00:00,전북,대구,전주 월드컵 경기장,13642,맑음,25.0,43,"JTBC G&S, COUPANGPLAY"
54,2024-04-28 16:30:00,울산,제주,울산 문수 축구경기장,20253,맑음,21.5,56,"skySports, COUPANGPLAY"
55,2024-04-30 19:30:00,대전,김천,대전 월드컵 경기장,4974,흐림,17.7,62,"JTBC G&S, COUPANGPLAY"
56,2024-04-30 19:30:00,수원FC,서울,수원 종합 운동장,7570,맑음,17.9,54,"skySports, COUPANGPLAY"
57,2024-05-01 19:00:00,대구,울산,DGB대구은행파크,11466,흐림,16.0,49,"MAXPORTS, GOLF&PBA, COUPANGPLAY"
58,2024-05-01 19:00:00,인천,전북,인천 축구 전용경기장,10094,맑음,20.5,43,"JTBC G&S, COUPANGPLAY"
59,2024-05-01 19:00:00,제주,광주,제주 월드컵 경기장,4502,흐림,16.0,81,"skySports, COUPANGPLAY"
60,2024-05-01 19:00:00,강원,포항,춘천 송암 스포츠타운,4157,맑음,22.1,24,"IB SPORTS, COUPANGPLAY"
61,2024-05-04 14:30:00,서울,울산,서울 월드컵 경기장,52600,맑음,28.0,30,"skySports, COUPANGPLAY"
62,2024-05-04 16:30:00,포항,전북,포항 스틸야드,13002,맑음,26.0,41,"JTBC G&S, COUPANGPLAY"
63,2024-05-05 14:00:00,수원FC,강원,수원 종합 운동장,3008,비,18.1,93,"IB SPORTS, COUPANGPLAY"
64,2024-05-05 16:30:00,김천,인천,김천 종합 운동장,2651,흐리고 비,18.8,84,"JTBC G&S, COUPANGPLAY"
65,2024-05-06 14:00:00,제주,대구,제주 월드컵 경기장,10033,맑음,19.0,74,"skySports, COUPANGPLAY"
66,2024-05-06 16:30:00,광주,대전,광주 축구 전용경기장,4221,흐림,17.0,80,"skySports, COUPANGPLAY"
67,2024-05-11 16:30:00,인천,서울,인천 축구 전용경기장,14435,비,17.1,90,"skySports, COUPANGPLAY"
68,2024-05-11 19:00:00,대구,광주,DGB대구은행파크,11967,흐림,24.4,49,"skySports, COUPANGPLAY"
69,2024-05-11 19:00:00,강원,대전,춘천 송암 스포츠타운,4263,비,17.5,88,"IB SPORTS, COUPANGPLAY"
70,2024-05-12 14:00:00,전북,수원FC,전주 월드컵 경기장,13009,맑음,21.4,40,"JTBC G&S, COUPANGPLAY"
71,2024-05-12 16:30:00,울산,김천,울산 문수 축구경기장,16394,흐림,22.9,32,"JTBC G&S, COUPANGPLAY"
72,2024-05-12 16:30:00,포항,제주,포항 스틸야드,9577,맑음,24.0,34,"skySports, COUPANGPLAY"
73,2024-05-18 16:30:00,대전,인천,대전 월드컵 경기장,10535,맑음,27.2,28,"skySports, COUPANGPLAY"
74,2024-05-19 16:30:00,광주,전북,광주 축구 전용경기장,8091,맑음,28.5,20,"JTBC G&S, COUPANGPLAY"
75,2024-05-18 19:00:00,김천,제주,김천 종합 운동장,2279,맑음,30.0,26,"JTBC G&S, COUPANGPLAY"
76,2024-05-19 16:30:00,서울,대구,서울 월드컵 경기장,27365,맑음,28.0,35,"skySports, COUPANGPLAY"
77,2024-05-19 16:30:00,강원,울산,춘천 송암 스포츠타운,7850,맑음,28.1,29,"IB SPORTS, COUPANGPLAY"
78,2024-05-19 19:00:00,수원FC,포항,수원 종합 운동장,5126,맑음,24.5,40,"skySports, COUPANGPLAY"
79,2024-05-25 14:00:00,전북,김천,전주 월드컵 경기장,11726,흐림,25.0,63,"skySports, COUPANGPLAY"
80,2024-05-25 16:30:00,울산,대전,울산 문수 축구경기장,14676,맑음,20.6,43,"skySports, COUPANGPLAY"
81,2024-05-25 19:00:00,포항,서울,포항 스틸야드,13467,맑음,17.0,65,"JTBC G&S, COUPANGPLAY"
82,2024-05-25 19:00:00,인천,광주,인천 축구 전용경기장,9107,흐림,20.0,75,"IB SPORTS, COUPANGPLAY"
83,2024-05-26 16:30:00,대구,강원,DGB대구은행파크,11977,맑음,27.4,50,"JTBC G&S, COUPANGPLAY"
84,2024-05-26 19:00:00,제주,수원FC,제주 월드컵 경기장,3052,비,21.0,91,"skySports, COUPANGPLAY"
85,2024-05-28 19:30:00,광주,포항,광주 축구 전용경기장,2687,맑음,21.0,53,"skySports, COUPANGPLAY"
86,2024-05-28 19:30:00,김천,서울,김천 종합 운동장,3372,맑음,23.0,43,"JTBC G&S, COUPANGPLAY"
87,2024-05-29 19:30:00,인천,울산,인천 축구 전용경기장,8413,맑음,22.7,43,"JTBC G&S, COUPANGPLAY"
88,2024-05-29 19:30:00,대전,제주,대전 월드컵 경기장,4759,맑음,26.9,38,"MAXPORTS, COUPANGPLAY"
89,2024-05-29 19:30:00,수원FC,대구,수원 종합 운동장,2328,맑음,25.0,35,"IB SPORTS, COUPANGPLAY"
90,2024-05-29 19:30:00,강원,전북,춘천 송암 스포츠타운,6125,맑음,26.6,28,"skySports, COUPANGPLAY"
91,2024-06-01 16:30:00,울산,전북,울산 문수 축구경기장,29007,흐림,21.1,53,"skySports, COUPANGPLAY"
92,2024-06-01 19:00:00,수원FC,인천,수원 종합 운동장,7511,맑음,22.6,47,"skySports, COUPANGPLAY"
93,2024-06-01 19:00:00,김천,포항,김천 종합 운동장,4574,맑음,27.0,37,"JTBC G&S, COUPANGPLAY"
94,2024-06-02 16:30:00,대전,대구,대전 월드컵 경기장,9649,맑음,26.0,30,"skySports, COUPANGPLAY"
95,2024-06-02 16:30:00,제주,강원,제주 월드컵 경기장,6534,맑음,23.0,45,"IB SPORTS, COUPANGPLAY"
96,2024-06-02 19:00:00,서울,광주,서울 월드컵 경기장,21100,맑음,24.0,40,"JTBC G&S, COUPANGPLAY"
97,2024-06-15 18:00:00,포항,대전,포항 스틸야드,8422,흐림,24.0,76,"JTBC G&S, COUPANGPLAY"
98,2024-06-15 19:00:00,광주,김천,광주 축구 전용경기장,4561,맑음,26.0,65,"IB SPORTS, COUPANGPLAY"
99,2024-06-15 20:00:00,강원,수원FC,춘천 송암 스포츠타운,9704,맑음,27.2,52,"skySports, COUPANGPLAY"
100,2024-06-16 18:00:00,울산,서울,울산 문수 축구경기장,23856,맑음,27.6,54,"skySports, COUPANGPLAY"
101,2024-06-16 18:00:00,전북,인천,전주 월드컵 경기장,11477,맑음,27.0,46,"JTBC G&S, COUPANGPLAY"
102,2024-06-16 19:00:00,대구,제주,DGB대구은행파크,9885,맑음,30.0,31,"MAXPORTS, COUPANGPLAY"
103,2024-06-22 18:00:00,대구,전북,DGB대구은행파크,10540,비,24.3,92,"skySports, COUPANGPLAY"
104,2024-06-22 19:00:00,대전,광주,대전 월드컵 경기장,7350,흐리고 비,23.3,95,"JTBC G&S, COUPANGPLAY"
105,2024-06-22 19:00:00,강원,김천,강릉 종합 운동장,11578,비,21.5,94,"IB SPORTS, COUPANGPLAY"
106,2024-06-22 20:00:00,서울,수원FC,서울 월드컵 경기장,25157,흐림,23.0,85,"skySports, COUPANGPLAY"
107,2024-06-23 18:00:00,인천,포항,인천 축구 전용경기장,8198,맑음,25.9,74,"JTBC G&S, COUPANGPLAY"
108,2024-06-23 18:00:00,제주,울산,제주 월드컵 경기장,6557,흐림,24.0,86,"skySports, COUPANGPLAY"
109,2024-06-25 19:30:00,수원FC,광주,수원 종합 운동장,3596,맑음,24.3,54,"JTBC G&S, COUPANGPLAY"
110,2024-06-25 19:30:00,김천,대전,김천 종합 운동장,1925,흐림,27.3,42,"skySports, COUPANGPLAY"
111,2024-06-26 19:30:00,울산,대구,울산 문수 축구경기장,10273,맑음,26.0,47,"IB SPORTS, COUPANGPLAY"
112,2024-06-26 19:30:00,전북,포항,전주 월드컵 경기장,6546,맑음,29.0,43,"JTBC G&S, COUPANGPLAY"
113,2024-06-26 19:30:00,서울,강원,서울 월드컵 경기장,13303,맑음,27.2,52,"skySports, COUPANGPLAY"
114,2024-06-26 19:30:00,제주,인천,제주 월드컵 경기장,3044,흐림,21.0,77,"GOLF&PBA, COUPANGPLAY"
115,2024-06-29 18:00:00,김천,대구,김천 종합 운동장,3832,비,24.3,80,"IB SPORTS, COUPANGPLAY"
116,2024-06-29 19:00:00,전북,서울,전주 월드컵 경기장,12508,비,23.0,95,"skySports, COUPANGPLAY"
117,2024-06-29 20:00:00,대전,수원FC,대전 월드컵 경기장,5290,비,22.9,96,"JTBC G&S, COUPANGPLAY"
118,2024-06-30 18:00:00,포항,울산,포항 스틸야드,13079,흐리고 비,30.0,64,"JTBC G&S, COUPANGPLAY"
119,2024-06-30 19:00:00,광주,제주,광주 축구 전용경기장,2389,비,25.0,95,"skySports, COUPANGPLAY"
120,2024-06-30 19:00:00,인천,강원,인천 축구 전용경기장,6164,맑음,24.0,85,"MAXPORTS, COUPANGPLAY"
121,2024-07-05 19:30:00,인천,김천,인천 축구 전용경기장,7012,흐림,23.7,81,"IB SPORTS, COUPANGPLAY"
122,2024-07-05 19:30:00,수원FC,울산,수원 종합 운동장,7378,맑음,24.9,69,"skySports, COUPANGPLAY"
123,2024-07-06 19:00:00,제주,서울,제주 월드컵 경기장,12409,흐림,27.0,81,"skySports, COUPANGPLAY"
124,2024-07-06 19:30:00,대구,포항,DGB대구은행파크,11881,맑음,31.1,62,"JTBC G&S, COUPANGPLAY"
125,2024-07-07 19:00:00,대전,전북,대전 월드컵 경기장,10378,흐림,26.3,93,"JTBC G&S, COUPANGPLAY"
126,2024-07-07 19:00:00,강원,광주,강릉 종합 운동장,10334,흐림,28.7,64,"skySports, COUPANGPLAY"
127,2024-07-09 19:30:00,대구,인천,DGB대구은행파크,7152,비,25.5,88,"skySports, COUPANGPLAY"
128,2024-07-09 19:30:00,김천,수원FC,김천 종합 운동장,1085,흐리고 비,24.3,89,"JTBC G&S, COUPANGPLAY"
129,2024-07-10 19:30:00,울산,광주,울산 문수 축구경기장,9444,흐림,21.8,92,"JTBC G&S, COUPANGPLAY"
130,2024-07-10 19:30:00,포항,강원,포항 스틸야드,5287,흐리고 비,22.0,89,"IB SPORTS, COUPANGPLAY"
131,2024-07-10 19:30:00,전북,제주,전주 월드컵 경기장,5560,흐림,25.0,89,"MAXPORTS, COUPANGPLAY"
132,2024-07-10 19:30:00,서울,대전,서울 월드컵 경기장,15037,흐림,27.0,76,"skySports, COUPANGPLAY"
133,2024-07-13 19:00:00,울산,서울,울산 문수 축구경기장,21064,흐림,26.3,74,"skySports, COUPANGPLAY"
134,2024-07-13 19:30:00,대전,강원,대전 월드컵 경기장,7147,흐림,27.0,80,"JTBC G&S, COUPANGPLAY"
135,2024-07-13 19:30:00,제주,포항,제주 월드컵 경기장,4412,비,24.0,91,"IB SPORTS, COUPANGPLAY"
136,2024-07-14 19:00:00,광주,인천,광주 축구 전용경기장,2969,흐림,26.0,85,"skySports, COUPANGPLAY"
137,2024-07-14 19:00:00,수원FC,대구,수원 종합 운동장,5594,맑음,31.0,54,"IB SPORTS, COUPANGPLAY"
138,2024-07-14 19:00:00,김천,전북,김천 종합 운동장,3524,흐림,24.8,87,"JTBC G&S, COUPANGPLAY"
139,2024-07-20 19:00:00,전북,울산,전주 월드컵 경기장,18573,흐림,31.0,72,"skySports, COUPANGPLAY"
140,2024-07-20 19:30:00,강원,제주,강릉 종합 운동장,10710,흐림,29.3,68,"JTBC G&S, COUPANGPLAY"
141,2024-07-21 19:00:00,인천,수원FC,인천 축구 전용경기장,10303,흐림,28.0,80,"MAXPORTS, COUPANGPLAY"
142,2024-07-21 19:00:00,대구,광주,DGB대구은행파크,10721,맑음,33.6,56,"IB SPORTS, COUPANGPLAY"
143,2024-07-21 19:00:00,서울,김천,서울 월드컵 경기장,18577,흐림,28.5,81,"JTBC G&S, COUPANGPLAY"
144,2024-07-21 19:00:00,대전,포항,대전 월드컵 경기장,6635,맑음,30.8,73,"skySports, COUPANGPLAY"
145,2024-07-26 19:30:00,제주,울산,제주 월드컵 경기장,7346,흐림,28.0,83,"skySports, COUPANGPLAY"
146,2024-07-26 19:30:00,강원,전북,강릉 종합 운동장,12272,맑음,32.2,70,"IB SPORTS, COUPANGPLAY"
147,2024-07-27 19:00:00,광주,수원FC,광주 축구 전용경기장,4239,맑음,29.0,80,"JTBC G&S, COUPANGPLAY"
148,2024-07-27 19:30:00,대구,대전,DGB대구은행파크,11373,흐림,32.2,62,"IB SPORTS, COUPANGPLAY"
149,2024-07-27 19:30:00,인천,서울,인천 축구 전용경기장,15213,흐림,31.0,70,"skySports, COUPANGPLAY"
150,2024-07-28 19:00:00,포항,김천,포항 스틸야드,13234,맑음,34.0,44,"JTBC G&S, COUPANGPLAY"
151,2024-08-09 19:30:00,전북,광주,전주 월드컵 경기장,15178,맑음,32.0,61,"JTBC G&S, COUPANGPLAY"
152,2024-08-09 19:30:00,김천,강원,김천 종합 운동장,3402,맑음,34.3,46,"skySports, COUPANGPLAY"
153,2024-08-10 19:00:00,울산,대구,울산 문수 축구경기장,17372,맑음,29.6,65,"skySports, COUPANGPLAY"
154,2024-08-10 19:30:00,제주,인천,제주 월드컵 경기장,6271,맑음,29.0,77,"IB SPORTS, COUPANGPLAY"
155,2024-08-10 19:30:00,수원FC,대전,수원 종합 운동장,5223,맑음,31.4,85,"JTBC G&S, COUPANGPLAY"
156,2024-08-11 19:00:00,포항,서울,포항 스틸야드,10719,맑음,29.0,63,"skySports, COUPANGPLAY"
157,2024-08-16 19:30:00,대구,김천,DGB대구은행파크,9817,맑음,31.9,51,"IB SPORTS, COUPANGPLAY"
158,2024-08-16 19:30:00,서울,제주,서울 월드컵 경기장,18029,흐림,30.5,72,"skySports, COUPANGPLAY"
159,2024-08-17 19:00:00,전북,포항,전주 월드컵 경기장,14814,맑음,27.0,96,"JTBC G&S, COUPANGPLAY"
160,2024-08-17 19:30:00,대전,인천,대전 월드컵 경기장,8618,맑음,33.0,52,"skySports, COUPANGPLAY"
161,2024-08-18 19:00:00,울산,수원FC,울산 문수 축구경기장,13204,맑음,29.7,59,"skySports, COUPANGPLAY"
162,2024-08-18 19:00:00,강원,광주,강릉 종합 운동장,13170,맑음,31.5,61,"JTBC G&S, COUPANGPLAY"
163,2024-08-24 19:00:00,포항,대구,포항 스틸야드,10691,맑음,32.0,55,"skySports, COUPANGPLAY"
164,2024-08-24 19:30:00,인천,전북,인천 축구 전용경기장,15422,맑음,29.0,75,"MAXPORTS, COUPANGPLAY"
165,2024-08-24 19:30:00,서울,강원,서울 월드컵 경기장,34086,흐림,27.7,85,"JTBC G&S, COUPANGPLAY"
166,2024-08-25 19:00:00,광주,울산,광주 축구 전용경기장,5081,맑음,29.0,75,"skySports, COUPANGPLAY"
167,2024-08-25 19:00:00,수원FC,제주,수원 종합 운동장,3275,맑음,29.0,74,"JTBC G&S, COUPANGPLAY"
168,2024-08-25 19:00:00,김천,대전,김천 종합 운동장,3261,맑음,32.8,58,"IB SPORTS, COUPANGPLAY"
169,2024-08-31 19:00:00,울산,포항,울산 문수 축구경기장,22106,맑음,27.4,68,"skySports, COUPANGPLAY"
170,2024-08-31 19:30:00,대구,인천,DGB대구은행파크,11994,흐림,30.1,58,"JTBC G&S, COUPANGPLAY"
171,2024-09-01 18:00:00,제주,김천,제주 월드컵 경기장,5469,맑음,28.0,69,"GOLF&PBA, COUPANGPLAY"
172,2024-09-01 19:00:00,전북,서울,전주 월드컵 경기장,22749,맑음,30.0,58,"JTBC G&S, COUPANGPLAY"
173,2024-09-01 19:00:00,대전,광주,대전 월드컵 경기장,7445,맑음,31.2,51,"skySports, COUPANGPLAY"
174,2024-09-01 19:00:00,강원,수원FC,강릉 종합 운동장,12292,맑음,32.0,54,"IB SPORTS, COUPANGPLAY"
175,2024-09-13 19:30:00,울산,강원,울산 문수 축구경기장,22010,맑음,29.5,75,"skySports, COUPANGPLAY"
176,2024-09-13 19:30:00,광주,포항,광주 축구 전용경기장,3136,맑음,30.0,70,"JTBC G&S, COUPANGPLAY"
177,2024-09-14 16:30:00,서울,대전,서울 월드컵 경기장,26790,맑음,30.5,65,"skySports, COUPANGPLAY"
178,2024-09-14 19:00:00,제주,대구,제주 월드컵 경기장,7746,맑음,30.0,66,"IB SPORTS, COUPANGPLAY"
179,2024-09-14 19:00:00,수원FC,전북,수원 종합 운동장,9136,맑음,30.3,67,"JTBC G&S, COUPANGPLAY"
180,2024-09-15 16:30:00,김천,인천,김천 종합 운동장,3315,맑음,31.2,65,"skySports, COUPANGPLAY"
181,2024-09-21 16:30:00,수원FC,김천,수원 종합 운동장,3059,흐림,21.5,78,"JTBC G&S, COUPANGPLAY"
182,2024-09-21 19:00:00,대구,서울,DGB대구은행파크,11837,비,21.3,95,"skySports, COUPANGPLAY"
183,2024-09-22 16:30:00,포항,강원,포항 스틸야드,9427,흐리고 비,22.0,77,"skySports, COUPANGPLAY"
184,2024-09-22 16:30:00,광주,제주,광주 축구 전용경기장,3468,흐림,22.5,85,"IB SPORTS, COUPANGPLAY"
185,2024-09-22 19:00:00,인천,울산,인천 축구 전용경기장,13888,맑음,24.3,61,"skySports, COUPANGPLAY"
186,2024-09-22 19:00:00,대전,전북,대전 월드컵 경기장,18473,흐림,24.5,69,"JTBC G&S, COUPANGPLAY"
187,2024-09-27 19:30:00,포항,인천,포항 스틸야드,6332,흐림,23.0,80,"skySports, COUPANGPLAY"
188,2024-09-27 19:30:00,대전,울산,대전 월드컵 경기장,11219,맑음,27.3,42,"JTBC G&S, COUPANGPLAY"
189,2024-09-28 16:30:00,강원,대구,강릉 종합 운동장,12677,맑음,22.8,63,"skySports, COUPANGPLAY"
190,2024-09-28 19:00:00,전북,제주,전주 월드컵 경기장,21386,맑음,28.0,55,"skySports, COUPANGPLAY"
191,2024-09-28 19:00:00,김천,광주,김천 종합 운동장,3238,흐림,23.6,73,"IB SPORTS, COUPANGPLAY"
192,2024-09-29 16:30:00,서울,수원FC,서울 월드컵 경기장,31037,맑음,27.4,52,"JTBC G&S, COUPANGPLAY"
193,2024-10-06 15:00:00,울산,김천,울산 문수 축구경기장,24417,흐리고 비,20.3,76,"IB SPORTS, COUPANGPLAY"
194,2024-10-06 15:00:00,광주,서울,광주 축구 전용경기장,6357,비,19.0,80,"skySports, COUPANGPLAY"
195,2024-10-06 15:00:00,대구,전북,DGB대구은행파크,12072,흐림,22.3,62,"JTBC G&S, COUPANGPLAY"
196,2024-10-06 15:00:00,인천,강원,인천 축구 전용경기장,14434,흐림,17.4,70,"MAXPORTS, COUPANGPLAY"
197,2024-10-06 15:00:00,제주,대전,제주 월드컵 경기장,6766,흐림,24.0,72,"BALL TV, COUPANGPLAY"
198,2024-10-06 15:00:00,포항,수원FC,포항 스틸야드,9513,흐림,22.0,67,"생활체육TV, COUPANGPLAY"
199,2024-10-18 19:30:00,포항,수원FC,포항 스틸야드,4611,비,23.0,90,"JTBC G&S, COUPANGPLAY"
200,2024-10-18 19:30:00,광주,대구,광주 축구 전용경기장,2447,비,24.0,87,"skySports, COUPANGPLAY"
201,2024-10-19 14:00:00,전북,대전,전주 월드컵 경기장,18261,흐림,18.0,86,"JTBC G&S, COUPANGPLAY"
202,2024-10-19 16:30:00,김천,울산,김천 종합 운동장,5636,비,15.2,88,"skySports, COUPANGPLAY"
203,2024-10-19 16:30:00,인천,제주,인천 축구 전용경기장,7138,흐림,19.9,68,"IB SPORTS, COUPANGPLAY"
204,2024-10-20 15:00:00,강원,서울,강릉 종합 운동장,12742,흐림,14.0,54,"KBS1, skySports, COUPANGPLAY"
205,2024-10-26 14:00:00,강원,김천,강릉 종합 운동장,9383,맑음,20.1,72,"MAXPORTS, KFN, COUPANGPLAY"
206,2024-10-26 16:30:00,수원FC,서울,수원 종합 운동장,7971,맑음,22.9,48,"skySports, COUPANGPLAY"
207,2024-10-27 14:00:00,포항,울산,포항 스틸야드,13212,흐리고 비,21.0,63,"skySports, COUPANGPLAY"
208,2024-10-27 14:00:00,대전,대구,대전 월드컵 경기장,13405,흐림,17.1,77,"MAXPORTS, COUPANGPLAY"
209,2024-10-27 16:30:00,인천,광주,인천 축구 전용경기장,8257,흐리고 비,18.0,65,"skySports, COUPANGPLAY"
210,2024-10-27 16:30:00,제주,전북,제주 월드컵 경기장,6376,비,20.0,83,"JTBC G&S, COUPANGPLAY"
211,2024-11-01 19:30:00,울산,강원,울산 종합 운동장,13438,비,14.4,96,"skySports, COUPANGPLAY"
212,2024-11-02 14:00:00,전북,인천,전주 월드컵 경기장,18244,맑음,21.3,66,"JTBC G&S, COUPANGPLAY"
213,2024-11-02 16:30:00,서울,포항,서울 월드컵 경기장,29377,맑음,22.6,43,"skySports, COUPANGPLAY"
214,2024-11-02 16:30:00,김천,수원FC,김천 종합 운동장,1910,맑음,22.0,51,"JTBC G&S, KFN, COUPANGPLAY"
215,2024-11-02 16:30:00,광주,대전,광주 축구 전용경기장,4666,맑음,22.5,63,"IB SPORTS, COUPANGPLAY"
216,2024-11-03 14:00:00,대구,제주,DGB대구은행파크,11940,맑음,19.9,59,"skySports, COUPANGPLAY"
217,2024-11-09 16:30:00,수원FC,강원,수원 종합 운동장,6778,맑음,19.8,37,"JTBC G&S, COUPANGPLAY"
